"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1","faset_180.CSV",9.12556022059014,40,8.45,3.65373532459519,8,4.37578564374445,23.544,15.80175,6.73223160525672,12,0,0.712,275.060693192482,11.1222189197072,12.3027208167376,5.54435367091649
