"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1","psa_1972_1.CSV",9.07053790529497,40,8.5,2.14027338988758,6.95372233400402,3.59861084308932,17.282,14.185525,6.15461282923454,8.06941431670282,0,0.527777777777778,93.7361255145257,7.7920034998328,5.74637337571438,1.7980070304118
