"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","rumple","clumping.index"
"1","TSCA2.csv",19.0662618533026,50,17.66,4.41054464491244,25,5.22536123153223,27,24.34,7.794,8.1,0,0.777857142857143,184.756195408698,8.19675800337001,10.8429402674223,1.89100988028803,2.52,0.827525316284369
