"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","rumple","clumping.index"
"1","TSCA1.csv",15.5342963955852,50,13.8,7.28125506235748,27,8.72467764447489,28,23.26,7.302,8.1,0,0.775,772.638682614731,17.6554665189508,21.4691216544352,4.80989626092043,4.32,0.943187956769402
