,xbin,zbin,bin.hits,lidar.pulses,sky.hits,can.hits,Freq,vai,,,,
596,26,20,0,0,0,0,1,0,,,,
597,26,21,0,0,0,0,1,0,,,,
598,26,22,0,0,0,0,1,0,,,,
599,27,0,0,0,0,0,1,0,,,,
600,27,1,0,0,0,0,1,0,,,,
601,27,2,115,584,0,584,1,1.869450493,,,,
602,27,3,370,584,0,584,1,3.575415787,,,,
603,27,4,0,0,0,0,1,0,,,,
604,27,5,84,584,0,584,1,1.511894067,,,,
605,27,6,2,584,0,584,1,0.053081107,,,,
606,27,7,0,0,0,0,1,0,,,,
607,27,8,0,0,0,0,1,0,,,,
608,27,9,13,584,0,584,1,0.322235486,,,,
609,27,10,0,0,0,0,1,0,,,,
610,27,11,0,0,0,0,1,0,,,,
611,27,12,0,0,0,0,1,0,,,,
612,27,13,0,0,0,0,1,0,,,,
613,27,14,0,0,0,0,1,0,,,,
614,27,15,0,0,0,0,1,0,,,,
615,27,16,0,0,0,0,1,0,,,,
616,27,17,0,0,0,0,1,0,,,,
617,27,18,0,0,0,0,1,0,,,,
618,27,19,0,0,0,0,1,0,,,,
619,27,20,0,0,0,0,1,0,,,,
620,27,21,0,0,0,0,1,0,,,,
621,27,22,0,0,0,0,1,0,,,,
622,28,0,0,0,0,0,1,0,,,,
623,28,1,0,0,0,0,1,0,,,,
624,28,2,0,0,0,0,1,0,,,,
625,28,3,122,584,1,583,1,1.942049679,,,,
626,28,4,0,0,0,0,1,0,,,,
627,28,5,0,0,0,0,1,0,,,,
628,28,6,0,0,0,0,1,0,,,,
629,28,7,0,0,0,0,1,0,,,,
630,28,8,0,0,0,0,1,0,,,,
631,28,9,0,0,0,0,1,0,,,,
632,28,10,30,584,1,583,1,0.677850389,,,,
633,28,11,299,584,1,583,1,3.227232588,,,,
634,28,12,14,584,1,583,1,0.344999011,,,,
635,28,13,84,584,1,583,1,1.511894067,,,,
636,28,14,0,0,0,0,1,0,,,,
637,28,15,0,0,0,0,1,0,,,,
638,28,16,14,584,1,583,1,0.344999011,,,,
639,28,17,19,584,1,583,1,0.455085257,,,,
640,28,18,0,0,0,0,1,0,,,,
641,28,19,0,0,0,0,1,0,,,,
642,28,20,0,0,0,0,1,0,,,,
643,28,21,1,584,1,583,1,0.026716648,,,,
644,28,22,0,0,0,0,1,0,,,,
645,29,0,0,0,0,0,1,0,,,,
646,29,1,0,0,0,0,1,0,,,,
647,29,2,0,0,0,0,1,0,,,,
648,29,3,0,0,0,0,1,0,,,,
649,29,4,0,0,0,0,1,0,,,,
650,29,5,0,0,0,0,1,0,,,,
651,29,6,0,0,0,0,1,0,,,,
652,29,7,0,0,0,0,1,0,,,,
653,29,8,0,0,0,0,1,0,,,,
654,29,9,0,0,0,0,1,0,,,,
655,29,10,0,0,0,0,1,0,,,,
656,29,11,0,0,0,0,1,0,,,,
657,29,12,29,584,30,554,1,0.658593697,,,,
658,29,13,45,584,30,554,1,0.946443808,,,,
659,29,14,0,0,0,0,1,0,,,,
660,29,15,0,0,0,0,1,0,,,,
661,29,16,210,584,30,554,1,2.682629813,,,,
662,29,17,166,584,30,554,1,2.346424363,,,,
663,29,18,98,584,30,554,1,1.681322025,,,,
664,29,19,0,0,0,0,1,0,,,,
665,29,20,0,0,0,0,1,0,,,,
666,29,21,4,584,30,554,1,0.104789758,,,,
667,29,22,2,584,30,554,1,0.053081107,,,,
668,30,0,0,0,0,0,1,0,,,,
669,30,1,0,0,0,0,1,0,,,,
670,30,2,0,0,0,0,1,0,,,,
671,30,3,0,0,0,0,1,0,,,,
672,30,4,0,0,0,0,1,0,,,,
673,30,5,0,0,0,0,1,0,,,,
674,30,6,0,0,0,0,1,0,,,,
675,30,7,335,585,14,570,1,3.408536203,,,,
676,30,8,4,585,14,570,1,0.104615235,,,,
677,30,9,0,0,0,0,1,0,,,,
678,30,10,0,0,0,0,1,0,,,,
679,30,11,0,0,0,0,1,0,,,,
680,30,12,0,0,0,0,1,0,,,,
681,30,13,0,0,0,0,1,0,,,,
682,30,14,0,0,0,0,1,0,,,,
683,30,15,0,0,0,0,1,0,,,,
684,30,16,41,585,14,570,1,0.877055914,,,,
685,30,17,43,585,14,570,1,0.911395019,,,,
686,30,18,140,585,14,570,1,2.11522918,,,,
687,30,19,7,585,14,570,1,0.179635157,,,,
688,30,20,0,0,0,0,1,0,,,,
689,30,21,0,0,0,0,1,0,,,,
690,30,22,0,0,0,0,1,0,,,,
