"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1","rice_control_two.CSV",5.0282197918126,30,4.26666666666667,3.13593084108631,21,3.66909010821787,24.95,10.0963,6.81982282220415,9.31428571428571,1,0.834615384615385,422.23326191754,7.50491925145812,19.1287597336219,7.74600487081055
