"","plot","mean.height_mean","mode.el_mean","height.2_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","max.vai_mean","deep.gaps_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","plot_1_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","rumple_mean","clumping.index_mean","mean.height_sd","mode.el_sd","height.2_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","max.vai_sd","deep.gaps_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","plot_1_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","rumple_sd","clumping.index_sd","Date.and.Time_mean","transect.1_mean","notes_mean","aPAR_mean","bPAR_mean","tau_mean","LAI_mean","Leaf.Distribuition...._mean","Beam.Fraction..Fb._mean","Zenith.Angle_mean","Latitude_mean","Longitude_mean","fPAR_mean","regime_mean","Date.and.Time_sd","transect.1_sd","notes_sd","aPAR_sd","bPAR_sd","tau_sd","LAI_sd","Leaf.Distribuition...._sd","Beam.Fraction..Fb._sd","Zenith.Angle_sd","Latitude_sd","Longitude_sd","fPAR_sd","regime_sd"
"30","HARV45",9.47166306366667,7.6,4.97130378233333,21.3333333333333,5.876800265,24.7646666666667,17.1895416666667,7.08505911433333,8.47221980233333,0,0.687678062666667,636.749122366667,16.590575695,17.65841516,6.16619650566667,NA,8.91641654966667,6.26457610533333,2.85671618533333,97.1432838166667,24.7646666666667,5.99166666666667,0.946515253,0.557848509091075,0.195256241897667,0.592998588721168,0.577350269189626,0.701215349253162,1.35208074216496,0.852392234146543,0.412275518953212,0.509853679034836,0,0.0185766398679386,374.602779240946,5.89135881903906,6.30993923118049,1.15118549240814,1,0.477857366068341,0.793017539758604,1.21338842788212,1.21338842626119,1.35208074216496,1.33002192964377,0.0199960963155248,NA,NA,NA,58.5,21.9,0.2825,1.495,1,0.02,NA,NA,NA,0.634069521571033,NA,0.707106781186548,0.707106781186548,0.707106781186548,7.91959594928933,10.1823376490863,0.0120208152801713,0.0636396103067893,0,0,0.707106781186548,0,0,0.124518224177756,0
"31","HARV47",6.969679524,5.8875,3.5538086315,20,4.710173478,20.546,12.3123875,7.382763919,8.219162898,0,0.6875,229.3104143,8.2159360415,12.63813016,5.0846869495,NA,6.073214488,4.0164639285,2.3229153555,97.677084645,20.546,4.0875,0.886183519,1.95248473035895,1.32582521472478,0.362067283629199,2.82842712474619,0.142851701733789,1.8554481938335,3.31065627184589,0.777057482149986,0.000304805449098536,0,0.123743686707646,28.5958357888602,0.999880240596187,1.78134500122648,1.83581120000253,0.707106781186548,1.90920413425344,0.712155497441269,3.15564435085134,3.15564434448737,1.8554481938335,1.11369318036881,0.0641383086779296,NA,NA,NA,834.15,55.95,0.1035,3.645,1,0.345,NA,NA,NA,0.90984875875911,NA,0.707106781186548,1.4142135623731,1.4142135623731,594.888935012242,0.353553390593274,0.0841457069611992,1.68998520703585,0,0.459619407771256,0,0,0,0.0647168126624925,0.707106781186548
"32","HARV48",7.80283005333333,7.00833333333333,3.19151026633333,15.3333333333333,3.731290681,21.7836666666667,12.1067666666667,7.79720938433333,11.6342649323333,0,0.719818903333333,144.613011916667,6.76161880333333,9.07134269333333,4.544754666,NA,7.34026216333333,4.083616982,0.585696365,99.4143036366667,21.7836666666667,4.31666666666667,0.888219631333333,1.62993740645115,1.59399916352968,0.0513059475059336,1.52752523165195,0.433321221630007,1.6588569357643,2.48580564610517,0.283778931459688,3.64344770458773,0,0.0508628037125727,125.216230603051,2.5683898703414,4.27899178741474,0.286580650116842,1,1.65701891779745,0.364568501564252,0.40999517543735,0.409995173107224,1.6588569357643,0.200520156925266,0.0109714863870386,NA,NA,NA,296.25,16.15,0.229,2.66,1,0.01,NA,NA,NA,0.768975016065579,NA,0.707106781186548,0.707106781186548,0.707106781186548,359.988062302071,2.89913780286484,0.288499566724111,2.27688383542068,0,0.014142135623731,0,0,0,0.290516030760453,0
"33","HARV49",6.70277652566667,5.875,2.248075347,13.3333333333333,2.79612222066667,20.2136666666667,11.4232833333333,7.822214475,8.141649926,0,0.677404401,74.4923799233333,5.45544995733333,6.56774002633333,4.03632105933333,NA,6.13619452666667,3.23630209533333,0.399031871333333,99.60096813,20.2136666666667,3.75,0.802459809666667,1.83421534844813,2.00514962035256,0.717453530378518,4.50924975282289,0.970045509084595,1.00110405719552,2.16843204504046,0.161542192985207,0.137533697046076,0,0.0458855015970007,14.9085685024693,1.11147673019182,1.07585984939262,0.731398058111297,1,1.75254961948806,0.624638472831105,0.34771320700701,0.347713203246128,1.00110405719552,0.281735691739616,0.0691161368263,NA,NA,NA,44.4,6.8,0.148,2.22,1,0.02,NA,NA,NA,0.846846846846847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","HARV50",5.83195365266667,4.675,2.998107581,19.3333333333333,3.48551644833333,24.7076666666667,11.8351666666667,7.75406130733333,8.28297966766667,0,0.751065613,245.8791582,8.027923236,13.1760336733333,6.20697810833333,NA,5.32163474633333,4.12762233066667,0.754969084333333,99.2450309133333,24.7076666666667,6.05,0.805438084333333,0.351819512353347,0.3,0.629026139689116,5.68624070307733,0.969961408326712,2.74747926895424,0.0852302188682707,0.147942788359082,0.366345374675362,0,0.0135776018370544,102.679507823371,0.554584256540385,3.38054010363389,0.525797056986169,1,0.333242151035312,0.55315521855928,0.715653519238773,0.715653521543155,2.74747926895424,0.264575131106459,0.0647670749247052,NA,NA,NA,204.6,18.15,0.1175,2.73,1,0.01,NA,NA,NA,0.882392175487548,NA,1.4142135623731,1.4142135623731,1.4142135623731,127.844906038528,3.88908729652601,0.0940452018978108,1.03237590053236,0,0.014142135623731,0.707106781186548,0,0,0.09249583856655,0
"35","HARV51",6.180274374,4.9,3.046467461,14.3333333333333,3.12129309233333,21.9203333333333,12.6627333333333,7.615463896,8.17760166966667,0,0.707772013666667,185.741711063333,7.46631526266667,10.4802620626667,5.95671462033333,NA,5.53878125033333,3.97671437133333,0.803658453333333,99.1963415466667,21.9203333333333,4.65,0.821204037666667,1.12702044863394,1.0538619454179,1.01817759931809,1.15470053837925,0.980137309369252,0.698645355909085,2.68076432341755,0.258401708983988,0.185489395671058,0,0.0357217488873381,122.005878618201,3.31830498410675,4.3850637267336,0.131881346946879,1,1.03647275412967,0.744787304896839,0.64786511447669,0.647865116072183,0.698645355909085,0.883529852353615,0.122541016507779,NA,NA,NA,862.633333333333,32.5666666666667,0.0446666666666667,4.70666666666667,1,0.526666666666667,NA,NA,NA,0.960609770807863,NA,1,1,1,313.071642493109,14.8708887876056,0.0256580071972344,0.454899256246186,0,0.311822599138249,0.577350269189626,0,0,0.0212486876444999,0.577350269189626
"36","HARV52",9.26764427366667,8.85833333333333,2.58875264,16,3.01098428366667,22.4696666666667,13.6193666666667,7.772302466,8.34981659966667,0,0.648909749666667,61.3494155666667,5.71319445966667,5.02589494166667,3.66748327966667,NA,8.641288978,3.55068702533333,1.073308467,98.9266915333333,22.4696666666667,3.075,0.776133910666667,1.75351046309441,1.95389568128223,0.409485135480571,1,0.406998727834986,1.50304003051593,1.55191483040576,0.396525475119531,0.407176593646042,0,0.0183188904410859,36.8803827641388,1.48483460260711,1.72309988140265,0.560571714441012,1,1.60684587630565,0.373042569772761,1.83804818736216,1.8380481902504,1.50304003051593,0.534438958160799,0.0263613986580604,NA,NA,NA,199.666666666667,13.5333333333333,0.0723333333333333,3.53333333333333,1,0.02,NA,NA,NA,0.932928515562028,NA,1,1,1,63.1997099149461,4.8294237061303,0.0315647482697603,0.353600527903075,0,0,0,0,0,0.00443783524166004,0
"37","MLBS69",7.626663184,6.575,3.78079475966667,17,4.55121527966667,19.6503333333333,13.968,7.396536648,8.282300685,0,0.671845238,169.461892666667,8.47018708766667,9.84359926166667,4.70624317733333,NA,6.82385999466667,4.42938519366667,1.80341104333333,98.1965889566667,19.6503333333333,3.6,0.910285699,0.766054165093689,1.10481898969922,0.516329303749275,4.35889894354067,0.948997741910372,0.595037253735709,0.797413285646157,0.139034730419732,0.286645292607594,0,0.0357235603037637,22.509187627727,0.251250550208664,1.08117470072755,0.373204446918138,1,1.0950874166324,0.365670971109486,1.09381799919821,1.09381800007189,0.595037253735709,0.325,0.0458740235613638,NA,NA,NA,1513.6,183.2,0.122,4.01,1,0.84,NA,NA,NA,0.878964059196617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","MLBS74",9.34087518266667,8.36333333333333,3.335531744,17,4.476612119,19.1573333333333,14.8212416666667,7.01322367166667,8.099108094,0,0.655891707,182.289329263333,9.80346312633333,8.43908683466667,3.23464866833333,NA,8.510702976,4.65498780933333,3.08020036966667,96.91979963,19.1573333333333,2.85833333333333,0.910813259666667,0.566704474268847,0.364737348421208,0.382666326900625,1,0.651049844187319,2.47758134747042,1.5527301677878,0.298025378487386,0.13262949233622,0,0.0423726444279609,126.11524592,3.70089414943722,2.95774621199371,0.220480266390155,1,0.623994786529712,0.594268123483931,1.60959416006487,1.60959415877596,2.47758134747042,0.397125085248129,0.0381035297166166,NA,NA,NA,1470.3,169.7,0.118,4.02,1,0.85,NA,NA,NA,0.884581377950078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","OSBS28",2.7840812105,2.6625,4.1492999555,10.5,3.9193544065,10.921,2.789,0.6559188545,8.7444988395,27,0.936888112,0.116250822,0.096162994,0.237029514,4.1425071855,NA,8.634910229,1.044312512,88.28299664,11.7170033595,10.921,2.375,0.9480720385,1.0251686291052,1.00762716319083,0.150553748503671,0.707106781186548,0.0959013678050272,1.12712820921136,1.05995306499863,0.379361303889449,1.02997811204396,7.07106781186548,0.0457394241725811,0.163085108314888,0.123837231277943,0.293777741250648,0.111584532349696,0.707106781186548,2.89005556921801,0.820417670194784,7.52268636297615,7.52268636368325,1.12712820921136,0.883883476483184,0.00921559610709038,NA,NA,NA,2094.43333333333,1572.93333333333,0.742333333333333,0.966666666666667,1,0.91,NA,NA,NA,0.247518679951739,NA,1,1,1,40.0290311315841,286.129452055068,0.13590192542173,0.577263660153082,0,0,0,0,0,0.149108004853213,0
"40","OSBS29",5.30669642233333,4.83333333333333,3.088109754,9.33333333333333,2.95233561933333,11.2936666666667,6.09600833333333,3.427130996,8.49009287433333,8,0.766756854333333,2.22462670033333,0.749399451666667,1.24198703233333,3.50213257366667,NA,5.92375752266667,1.94736089466667,40.7461360933333,59.2538639066667,11.2936666666667,3.04166666666667,0.897524265666667,0.411367956615798,0.448841100316508,0.354343837866373,1.15470053837925,0.363932114833216,1.66297334113729,0.513047059448091,0.683256600688893,0.364312306176702,1,0.0311591689372338,1.25282480492757,0.168764391565555,0.39020717547639,0.49632322838419,1,0.840320758786236,0.274613004782839,6.68772351965358,6.68772351965358,1.66297334113729,0.339423530906938,0.00745412768002105,NA,NA,NA,1964.13333333333,1206.8,0.609333333333333,1.42,1,0.906666666666667,NA,NA,NA,0.385438085390889,NA,1,1,1,47.6891322350631,96.7831080302756,0.044410959608337,0.117898261225516,0,0.00577350269189626,0,0,0,0.049371422317768,0
"41","OSBS30",7.06393566533333,6.70833333333333,4.266709794,15.6666666666667,4.25060222333333,16.066,8.44305833333333,2.980421896,9.00100066766667,11.3333333333333,0.826336898333333,12.126020965,1.67247326333333,2.52276709,5.08768064666667,NA,8.66762390466667,2.59644529,49.30711474,50.69288526,16.066,3.61666666666667,0.920085755666667,4.12707346115022,4.02137517937998,0.507732420173666,5.5075705472861,0.641878969711844,5.28400113550328,5.07619198294433,1.23974318746762,1.41603570096761,7.02376916856849,0.0156845022718123,13.9242002096264,1.28069925858813,1.6752790646005,0.832628462890833,34.3559795862865,3.05378465550435,0.68721021052443,17.76688366194,17.76688366194,5.28400113550328,1.47507061977837,0.0152881369889457,NA,NA,NA,1917.2,1294.36666666667,0.675,0.953333333333333,1,0.91,NA,NA,NA,0.32377826047259,NA,1,1,1,25.5693175505331,219.335937167928,0.124,0.453468117218105,0,0,2.08166599946613,0,0,0.124132541419732,0
"42","OSBS31",4.93961237733333,4.49166666666667,4.62764864966667,14,4.42075553966667,14.9323333333333,5.708015,2.44883819533333,10.1469111226667,18.6666666666667,0.868351648333333,9.31510293233333,1.21412803933333,2.722818526,5.167643642,NA,7.66269278666667,3.257044417,58.58175368,41.41824632,14.9323333333333,2.495,0.960513042666667,2.22097376625838,2.1889400022233,0.814549442275954,4.35889894354067,0.955938382696406,3.92890077926808,2.37921825289842,0.766544559326339,2.8803691653335,8.08290376865476,0.00986753366272821,5.01336824492245,0.271193509779053,0.753217796891806,0.682022865323647,1,1.47404644006951,0.90988892148187,13.0377538741429,13.0377538741429,3.92890077926808,0.663193033739046,0.0156426473265669,NA,NA,NA,2124.73333333333,1392.26666666667,0.651,1.33333333333333,1,0.91,NA,NA,NA,0.34363588064718,NA,1,1,1,61.2291052795426,79.9128483620333,0.0499599839871872,0.235442845152137,0,0,0,0,0,0.0572485356925853,0
"43","OSBS32",5.760210514,5.38333333333333,4.67395903366667,13.6666666666667,4.44254316766667,15.5663333333333,6.40183166666667,2.965061382,8.40680267133333,12.3333333333333,0.859548611,3.82151174666667,0.938155079,1.59830279833333,5.05930480966667,NA,7.26057544033333,3.39055875533333,51.5362766,48.4637234,15.5663333333333,3.20333333333333,0.947835566,1.10413727464976,0.992891400573765,0.131225455212851,1.52752523165195,0.210867974925602,1.32734333664404,1.42132635380068,0.734344072350113,0.522531275918461,4.16333199893227,0.0248712688563624,3.13264296093391,0.432479902035525,0.627031556540974,0.634496560677108,1,1.41891602578982,0.641438915950863,7.77372421037034,7.77372421037034,1.32734333664404,0.145028732785381,0.0145319858672877,NA,NA,NA,2181.33333333333,1464.83333333333,0.669333333333333,1.15333333333333,1,0.91,NA,NA,NA,0.328164763085104,NA,1,1,1,34.6208511353106,62.7191624093731,0.0350190424388408,0.086216781042517,0,0,0.577350269189626,0,0,0.0361654968302768,0
"44","OSBS33",7.548454755,7.19166666666667,4.68811350266667,14.6666666666667,4.51480267733333,16.5886666666667,8.796636111,4.02318261966667,8.06355844533333,9.66666666666667,0.826203703666667,4.40823005766667,1.158128867,1.73870556933333,5.25893259566667,NA,9.37103193966667,3.00371965166667,41.4893229233333,58.5106770766667,16.5886666666667,3.41666666666667,0.930152079666667,1.11952513368316,1.15171972863772,0.166361410942441,2.51661147842358,0.236162396484956,2.21366400642314,1.39960978927419,1.18190187530538,0.0830148514186435,2.51661147842358,0.010032098533077,1.06668497497048,0.151571599346895,0.206958548472235,0.141537133061223,1,0.834282257911297,0.938909913122378,7.18737969039195,7.18737969039195,2.21366400642314,0.534633831078181,0.0235801825533601,NA,NA,NA,1922.8,1189.9,0.617333333333333,1.15333333333333,1,0.91,NA,NA,NA,0.380147273801077,NA,1,1,1,24.9150556892815,300.393558519486,0.159214739686165,0.512867754234299,0,0,0.577350269189626,0,0,0.160802647179829,0
"45","OSBS34",8.307260243,7.68333333333333,5.376008609,17.6666666666667,5.19683150166667,20.131,10.0757916666667,4.06735532666667,8.16023622066667,10,0.838618160666667,14.9226600006667,1.951783853,3.19898366966667,6.11541053933333,NA,10.185309518,3.86476252433333,39.49324935,60.50675065,20.131,3.83333333333333,0.953454325333333,3.24579444001674,3.28465497934461,0.317624039595032,3.05505046330389,0.447256655284758,1.98495062910895,4.04198340246881,1.7185716464178,0.192623983226358,7,0.0222937071364877,8.52589716394545,0.503711391023002,1.03239030480358,0.693914262687087,1,1.67845513581131,0.57881056125802,20.2384723185022,20.2384723185022,1.98495062910895,0.418578945162479,0.00831090314705899,NA,NA,NA,2024.3,937.066666666667,0.460666666666667,1.93333333333333,1,0.91,NA,NA,NA,0.538436828188633,NA,1,1,1,37.7210816387865,235.844956132908,0.108721356381041,0.489523577913601,0,0,0.577350269189626,0,0,0.108803097094343,0
"46","OSBS35",6.1232790855,5.9375,6.4115516135,17.5,6.2445889515,17.6735,6.600675,1.799417436,10.0641182835,19,0.905263158,1.7387547455,0.59795703,1.1716034975,6.8557830535,NA,10.656033015,3.4025252425,70.007394135,29.992605865,17.6735,3.8625,0.9571107935,1.16563616617693,0.901561146012848,0.291589123433402,0.707106781186548,0.405700204173714,0.217081781824272,1.73934126036267,1.57608645490558,1.41462155803609,5.65685424949238,0.0260513029857935,0.0136401400136701,0.114007720113678,0.0640078213138498,0.249162145219931,0.707106781186548,0.681911951389971,0.369484645673443,20.0302729967221,20.0302729967221,0.217081781824272,1.46724657096209,0.0143010246387838,NA,NA,NA,2081.53333333333,1534.9,0.733,0.906666666666667,1,0.91,NA,NA,NA,0.262940045353301,NA,1,1,1,28.1098440645503,376.289874963438,0.175579042029509,0.655769268366042,0,0,0.577350269189626,0,0,0.177531135970235,0
"47","OSBS36",6.41651745033333,6.075,4.88120723233333,13.6666666666667,4.67653013433333,15.3403333333333,7.178375,2.355678286,6.10958518366667,16.6666666666667,0.885133928666667,3.964504864,0.804900993,1.434285852,5.42666972633333,NA,10.1234262146667,1.878258271,59.9752154433333,40.0247845566667,15.3403333333333,3.125,0.917089911333333,3.54940545064552,3.22529068457403,0.320702182156602,0.577350269189626,0.267696389199232,2.95406674490157,4.37909720069388,2.14865619307798,3.63989620853944,11.9303534454489,0.056295103250978,5.00262465738085,0.778675353769673,1.13263397354039,0.661147774987257,1,1.06169907369691,0.425470863543674,26.5803167681163,26.5803167681163,2.95406674490157,1.19399539362596,0.048729610290128,NA,NA,NA,2098.96666666667,1565.23333333333,0.739666666666667,0.95,1,0.91,NA,NA,NA,0.254895431770368,NA,1,1,1,44.5063291379253,308.12317883167,0.137536661779081,0.564003546088143,0,0,0,0,0,0.141016882166533,0
"48","OSBS37",6.1050210395,6.0145833335,6.89258241475,16.75,6.739373686,17.88,6.5321854165,1.3869957635,8.36843675225,19.5,0.9007230395,5.06786137275,0.820918773,1.81516561525,7.3727349365,NA,11.9449434775,2.423898257,76.415828955,23.584171045,17.88,3.6666666665,0.94226045225,1.42438858867002,1.47999585541243,0.487640057339507,0.5,0.603606397949116,1.21949962416285,1.56121401677627,0.450634859715959,0.265144575558905,6.35085296108588,0.0406733850306992,4.80983341182505,0.555927685239792,1.07538262168509,0.445782790263269,1.29099444873581,0.778955967966239,0.564994208787658,7.61352022739577,7.61352022739577,1.21949962416285,0.744485902550408,0.00942330654797409,NA,NA,NA,2025.82,1715.52,0.9,0.29,1,0.752,NA,NA,NA,0.152829098854098,NA,2.07364413533277,1,1,46.990765050167,65.154754239426,0.072969171572658,0.235690474987854,0,0.353298740444967,0.547722557505166,0,0,0.0376810135014335,0
"49","OSBS38",5.83785189066667,5.49166666666667,4.46146030466667,13,4.24171251366667,14.1433333333333,6.560225,2.488762597,8.37288781133333,13.6666666666667,0.835590569666667,1.04236729066667,0.611573716,0.81100377,5.02627254466667,NA,8.18164601166667,2.32513699733333,54.3353851233333,45.6646148766667,14.1433333333333,3.175,0.899528293,1.12670192333569,1.03239204439657,0.366680430908845,1.73205080756888,0.347670718032411,1.49782319828922,1.28083156020805,0.897372402656233,0.522584958225784,4.16333199893227,0.0449925624154216,0.156224146060196,0.0803807716973352,0.0972912145413589,0.489603715794883,1,0.584707302100167,0.60825752016888,11.0809443541819,11.0809443541819,1.49782319828922,0.313249102153542,0.056363659265241,NA,NA,NA,1898.33333333333,1007.23333333333,0.529,1.33,1,0.91,NA,NA,NA,0.469916090544314,NA,1,1,1,15.1579462109262,187.861181017616,0.0950157881617576,0.363730669589464,0,0,0.577350269189626,0,0,0.0947553211950689,0
"50","OSBS39",3.027608634,2.81666666666667,4.049202218,11,3.77047959366667,12.2236666666667,3.42441666666667,1.76066392933333,10.6356989046667,24.6666666666667,0.911507936666667,0.622281042,0.296809902666667,0.679601915666667,4.584412997,NA,7.25513380033333,2.09968959433333,72.1673488966667,27.8326511033333,12.2236666666667,2.44166666666667,0.957531542,0.961890906138319,0.968998624010031,0.749354491644803,1,0.781569224453867,1.09928628361011,1.12521574857151,0.500361457544394,4.18185844036832,2.08166599946613,0.0155257145735599,0.464692418188946,0.136197518339283,0.299899110092648,0.877319145468345,1,1.35343564429645,0.334645213810957,5.96825974106234,5.96825974106234,1.09928628361011,0.264968551593077,0.0281444261887269,NA,NA,NA,1981.56666666667,1452.83333333333,0.733333333333333,0.82,1,0.91,NA,NA,NA,0.264983538029742,NA,1,1,1,71.6897017243993,159.274678883159,0.100201463728497,0.331511689085015,0,0,0,0,0,0.100482174261368,0
"51","OSBS40",7.93069191266667,7.33333333333333,4.88381157633333,16.6666666666667,4.84889309266667,18.3246666666667,9.68823333333333,3.81138877733333,8.438502301,8,0.820978750333333,42.340248341,2.860274132,5.06700859433333,5.61116510066667,NA,9.43823535933333,4.07372188733333,38.10372008,61.89627992,18.3246666666667,3.44166666666667,0.946724109333333,2.34192343943969,2.21984421375315,0.539675211806186,1.52752523165195,0.433565060092521,2.4620693193599,3.45154577475199,1.44275350893524,0.376658679077075,7,0.0649702203019576,35.7761421863004,1.73769207400258,3.11563516168764,0.86602748871026,1,0.930713024655646,1.28677048856834,21.0792417186039,21.0792417186039,2.4620693193599,0.414075274960162,0.0323093984172332,NA,NA,NA,2103.16666666667,1305.23333333333,0.617666666666667,1.32666666666667,1,0.91,NA,NA,NA,0.378719616677159,NA,1,1,1,18.8696405194519,454.504349080769,0.215323787198102,0.770216419802469,0,0,0.577350269189626,0,0,0.21978981227514,0
"52","OSBS41",5.06009517433333,4.925,6.05865582866667,15.6666666666667,5.858515,16.3706666666667,5.25401666666667,0.873085225333333,6.80273968833333,24.6666666666667,0.936746945333333,1.339081176,0.368263664,0.833891516333333,6.317183323,NA,11.456874263,2.472930424,84.5923688466667,15.407631155,16.3706666666667,3.35,0.967470789666667,3.2323551988567,3.14553254632662,2.39838588450024,4.50924975282289,2.32946141673977,5.55469930179243,3.5337475950941,0.771893108374452,4.3837417169951,7.02376916856849,0.0220492520853771,1.96259053082609,0.40403758267501,0.773877001873905,2.74250307114174,1,3.80472651801362,1.01631013242538,8.90466237476279,8.90466237220633,5.55469930179243,0.597390157267426,0.0116718469384969,NA,NA,NA,2124.96666666667,1756.86666666667,0.823333333333333,0.6,1,0.91,NA,NA,NA,0.173971567845421,NA,1,1,1,32.881048239576,277.693091979857,0.122867136913551,0.473180726572839,0,0,0.577350269189626,0,0,0.12250421258097,0
"53","OSBS42",8.065598658,7.675,5.221506808,15.6666666666667,5.15258225466667,18.1983333333333,9.52203333333333,2.91506439633333,8.812684692,11,0.810863965666667,10.1428621503333,1.610219086,2.59404085533333,6.20491929,NA,10.7873867633333,2.73768690766667,48.9968537766667,51.0031462233333,18.1983333333333,2.875,0.895690995333333,1.72764357806282,1.58291661182767,0.474167693321477,1.52752523165195,0.418068970666669,1.33126794197612,2.43858818585844,1.51326848448652,1.18937225731834,4.35889894354067,0.0726948814180183,7.03255816509226,0.669575283278717,0.884975688444635,0.542472863779936,1,0.470277636620604,0.413512516249274,18.3256023180236,18.3256023180236,1.33126794197612,0.28831406486677,0.061969837559259,NA,NA,NA,1395.06666666667,601.833333333333,0.428666666666667,1.44,1,0.91,NA,NA,NA,0.570384361432871,NA,1,1,1,38.9387125279372,150.440231764423,0.0964641556918078,0.304466746952767,0,0,0.577350269189626,0,0,0.0965125145484835,0
"54","OSBS43",4.288498679,3.96666666666667,4.274247377,11.3333333333333,4.012335552,12.2676666666667,4.74233333333333,2.26216075466667,9.01026749666667,18.6666666666667,0.869444444333333,1.58497029466667,0.563653821333333,1.09179594933333,4.74105902933333,NA,7.38113499466667,2.23331064166667,62.73852369,37.26147631,12.2676666666667,3.08333333333333,0.945720062333333,0.885069795239612,0.893145191630864,0.342741161060165,0.577350269189626,0.421153331462826,1.35302414366239,1.00887014815254,0.352219093824833,0.914437204466003,3.21455025366432,0.0120281304156671,0.842413087380602,0.168464175270361,0.290670303121278,0.550125167956323,1,0.867459481311309,0.208801321567584,6.68963052911454,6.68963052911454,1.35302414366239,0.208166599946613,0.0115724482973447,NA,NA,NA,2100.2,1184.86666666667,0.561,1.49,1,0.91,NA,NA,NA,0.43841559640352,NA,1,1,1,109.308920038577,223.38328794548,0.0754254598925323,0.277308492477241,0,0,0,0,0,0.075039051608265,0
"55","OSBS44",8.08712698333333,7.525,5.34895497566667,15.6666666666667,5.15285429033333,17.0736666666667,9.27765833333333,3.661766951,10.2618754866667,9.33333333333333,0.838002645333333,6.48572980033333,1.05906523,2.11739988733333,5.84205675633333,NA,9.70644778133333,3.44624162966667,42.49219352,57.50780648,17.0736666666667,3.00833333333333,0.945380227,2.48429009382368,2.42371099762327,1.50642157754186,3.21455025366432,1.46520527401776,3.24857142961846,2.92241815329503,1.3763126668162,1.71082391578212,4.93288286231625,0.0684672325352864,5.25431878456228,0.155792403178198,1.13878060261345,1.37629372356373,1,3.0560015033933,0.819225646852582,16.8206654654541,16.8206654654541,3.24857142961846,0.146486631927058,0.0276041944267558,NA,NA,NA,1500.3,830.2,0.547333333333333,1.45333333333333,1,0.83,NA,NA,NA,0.446862797807271,NA,1,1,1,31.4615638517858,115.006217223244,0.0732211262774162,0.298719489376461,0,0.01,0.577350269189626,0,0,0.07405685513142,0
"56","OSBSD1",7.91457686375,7.4625,5.204016214,14.5,5.02401624375,16.862,9.3999,3.61632468,10.4466821905,9.75,0.8196841675,24.17729872225,2.12051309325,3.966905971,6.08582452725,NA,10.19411863,3.12501423575,41.502685065,58.497314935,16.862,3.3625,0.91678791825,1.06280754663207,1.14990941672232,0.309734419552652,1.29099444873581,0.348589123409652,1.00003399942202,1.16921835624631,0.198543042748095,3.55944517626899,3.09569593683445,0.0274993931879902,19.2933493856553,0.821722675411188,2.14101497552054,0.536157308822523,1.29099444873581,0.687005504381864,0.369062259359116,6.07172821385511,6.07172821385511,1.00003399942202,0.489259644769523,0.0187042827138924,NA,NA,NA,1897.65,1055.525,0.55175,1.52,1,0.8975,NA,NA,NA,0.442152566229952,NA,1.29099444873581,1.29099444873581,1.29099444873581,62.7660470849222,184.722519381549,0.10922873553542,0.421030481873542,0,0.015,1.73205080756888,0,0,0.107388495475054,0
"57","OSBSD4",5.39701721775,5.0125,5.01777718075,13.75,4.77683715075,15.12775,6.32819375,2.39593594725,9.21393482075,17.25,0.849291597,6.246237016,1.16166268475,2.12443527375,5.75492358375,NA,8.73757834125,2.952285273,59.8574406325,40.1425593675,15.12775,2.7375,0.9468039745,2.12586423591039,2.16991743314502,1.32042707531238,3.30403793359983,1.34177212877305,2.27778509009666,2.15394890921061,0.788091703998932,2.01496226276902,4.78713553878169,0.0515362572204252,3.3564711721813,0.508690032713236,0.502629655282942,1.14801794894062,1.29099444873581,2.73579511165051,0.88658116524207,13.0802947907571,13.0802947907571,2.27778509009666,0.32945662334618,0.0084828542419176,NA,NA,NA,2228.7,1580.325,0.7015,1.0325,1,0.91,NA,NA,NA,0.290186952756794,NA,1.29099444873581,1.29099444873581,1.29099444873581,49.1238570689776,128.367866565845,0.0620779080403542,0.166408132814075,0,0,0.5,0,0,0.0661685863102453,0
