"","site","count","mean.height_mean","transect.length_mean","mode.el_mean","height.2_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","max.vai_mean","deep.gaps_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","rumple_mean","clumping.index_mean","gap.fraction_mean","gap.norm_mean","mean.height_sd","transect.length_sd","mode.el_sd","height.2_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","max.vai_sd","deep.gaps_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","rumple_sd","clumping.index_sd","gap.fraction_sd","gap.norm_sd","mean.height_var","transect.length_var","mode.el_var","height.2_var","max.el_var","mode.2_var","max.can.ht_var","mean.max.ht_var","mean.vai_var","max.vai_var","deep.gaps_var","porosity_var","std.std_var","mean.std_var","rugosity_var","top.rugosity_var","mean.return.ht_var","sd.return.ht_var","sky.fraction_var","cover.fraction_var","max.ht_var","rumple_var","clumping.index_var","gap.fraction_var","gap.norm_var","mean.height_min","transect.length_min","mode.el_min","height.2_min","max.el_min","mode.2_min","max.can.ht_min","mean.max.ht_min","mean.vai_min","max.vai_min","deep.gaps_min","porosity_min","std.std_min","mean.std_min","rugosity_min","top.rugosity_min","mean.return.ht_min","sd.return.ht_min","sky.fraction_min","cover.fraction_min","max.ht_min","rumple_min","clumping.index_min","gap.fraction_min","gap.norm_min","mean.height_max","transect.length_max","mode.el_max","height.2_max","max.el_max","mode.2_max","max.can.ht_max","mean.max.ht_max","mean.vai_max","max.vai_max","deep.gaps_max","porosity_max","std.std_max","mean.std_max","rugosity_max","top.rugosity_max","mean.return.ht_max","sd.return.ht_max","sky.fraction_max","cover.fraction_max","max.ht_max","rumple_max","clumping.index_max","gap.fraction_max","gap.norm_max"
"1","ARNO",10,7.59342405244667,41.3,6.58633888888333,4.00976807368333,18.59,4.53517729511333,26.1668066666667,13.9770556833333,7.59507216538,8.47984649241333,0,0.766274177106667,375.341728696283,9.63405882426333,13.8099926023333,6.72672437922667,6.94408097693,4.89837601660667,1.30928605732,98.6907139425667,26.1668066666667,5.78283888888333,0.83080815176,0.0130928605732,0,3.5138934360837,2.31180545125329,3.34912951381895,1.83186780648762,5.40425186974154,1.9499013675457,4.4064640756871,4.61098258781161,0.153990107092863,0.614308329280475,0,0.026431819150994,316.103077560618,4.84881298105505,6.66923523918562,1.45908121847461,3.42603034954108,1.8846115731313,0.78542033185422,0.785420332215315,4.4064640756871,1.04631011968231,0.0791117687345873,0.0078542033185422,0,12.3474470801521,5.34444444444444,11.2166685003331,3.35573966044577,29.2059382716049,3.80211534315658,19.416925650321,21.2611604251019,0.0237129530824715,0.377374723423368,0,0.000698641063630855,99921.155643294,23.510987325248,44.4786986755952,2.12891800210535,11.7376839559765,3.55176078158041,0.616885097689993,0.616885098257216,19.416925650321,1.09476486654962,0.00625867195231482,6.16885097689993e-05,0,4.5506173555,38.3333333333333,3.525,1.85969043983333,12,2.19419364233333,19.3701666666667,8.60228333333333,7.35462096466667,8.08176461783333,0,0.710750360833333,50.7052647666667,3.53878911083333,5.48963635,4.11531387816667,3.95855471383333,2.675934962,0.259611600333333,96.992912452,19.3701666666667,3.8875,0.695035397833333,0.00259611600333333,0,14.16145775,46,13.06,6.8356537948,28,7.689840484,32.8776,21.781725,7.88851384116667,9.6700308692,0,0.7971993196,927.3273139,16.35596548,24.576886918,8.194388923,13.341579458,7.4837070854,3.0070875482,99.7403884,32.8776,6.9305555555,0.9352603848,0.030070875482,0
"2","FERN",14,11.3862898091964,27.2619047619048,9.98848214286905,4.9070784660119,21.9702380952381,5.88346095916369,28.1542172619048,20.1545051489286,7.51559099717559,8.13212318821726,0,0.708468382544643,900.774001116369,18.6625839048988,19.5206926967202,6.09759377625595,10.573508425253,6.30064336287798,1.62558511938095,98.3744148808333,28.1542172619048,4.98122023808333,0.888766360300595,0.0162558511938095,0,2.58847018900115,9.32800083145363,2.35045978638244,1.12677887047079,3.55446137487041,1.26342764855814,4.15975543447212,4.06498506057867,0.179093163131147,0.127869384307689,0,0.0481087053158569,702.330717398305,8.52290398289395,8.02210315702739,1.62079453135154,2.51733700093767,1.49446381171615,0.978301305660978,0.978301305353983,4.15975543447212,1.30618219434202,0.0397186834778713,0.00978301305660978,0,6.70017791934767,87.0115995115995,5.52466120740099,1.26963062293944,12.6341956654457,1.59624942314116,17.3035652746203,16.5241035427278,0.0320743610803197,0.0163505794432275,0,0.00231444752716796,493268.436601218,72.6398923016295,64.3541390619888,2.62697491285905,6.33698557628987,2.23342208452917,0.957073444657974,0.957073444057307,17.3035652746203,1.70611192481612,0.00157757381721533,9.57073444657974e-05,0,6.893660516,20,5.4875,3.333397963,16.5,4.293254725,21.7265,14.1119,7.218085159,8.03427722,0,0.617644522,188.437052815,8.2503161865,10.1218253235,2.7048863365,6.120041147,4.1943072685,0.184325002,96.593251575,21.7265,2.4125,0.825097074,0.00184325002,0,15.22389008,40,13.7,6.866858739,27,7.977742475,34.716,27.823175,7.854139069,8.469208211,0,0.789236111,2476.530039,34.59774734,35.77046152,9.068380539,14.494789205,8.842909844,3.406748426,99.815675,34.716,7.51,0.949481321,0.03406748426,0
"3","GRSM",10,10.2606667255167,39.9166666666667,8.55600000000833,5.73048290459167,26.875,6.68911107734167,33.6543833333333,20.5120157918333,7.01439561185833,8.54773846525,0,0.738101865325,1774.43268126683,23.8760634769,29.66091092415,8.90028018065833,9.08606420574167,6.929202492175,5.21867970651667,94.7813202941667,33.6543833333333,7.43825,0.913538615191667,0.0521867970651667,0,2.46659326365102,2.43590680759931,2.31760358751766,1.41488569364933,5.58592394293874,1.58083867802419,4.18963745599238,2.4879877884789,0.442314045296208,0.771086820431277,0,0.0497577483124039,1251.66660719958,7.9205570711015,11.5862003738323,2.16960231130892,2.21979022612144,1.46830140500825,3.81494835922643,3.81494835869251,4.18963745599238,1.97518824114639,0.0195931471116194,0.0381494835922643,0,6.08408232828857,5.93364197530864,5.37128638887474,2.00190152609356,31.2025462962963,2.49905092593727,17.5530620126543,6.19008323562014,0.195641714666296,0.594574884642816,0,0.00247583351712053,1566669.29557852,62.735224316576,134.240039102592,4.70717418923701,4.92746864798428,2.15590901594919,14.5538309835645,14.5538309794907,17.5530620126543,3.90136858796296,0.000383891413737561,0.00145538309835645,0,7.36060084566667,35,5.8375,3.2648606165,18,3.8269666375,25.682,16.633575,6.209272659,8.021023092,0,0.6523706895,301.13778435,11.87991277,12.3192506845,6.1109002855,6.56484087366667,4.649782426,1.06238637266667,87.024809615,25.682,5.13833333333333,0.873318856333333,0.0106238637266667,0,15.679309045,43.3333333333333,13.7875,7.929187458,34.6666666666667,8.90389055966667,39.5466666666667,23.796770835,7.66839549866667,10.4999423,0,0.79384278,4676.79162433333,38.4185119333333,53.54570387,13.1492504233333,13.938001315,9.74353126833333,12.975190387,98.9376136266667,39.5466666666667,10.4166666666667,0.938190776333333,0.12975190387,0
"4","HARV",19,7.49720479811404,40,6.3796052631579,3.39304693584211,18,4.0789277382193,22.8707368421053,13.6202155701754,7.52324942448246,8.57683643095614,0,0.690384665263158,292.777123457632,9.58118267955263,11.6622374226404,5.3268024105614,6.85837958746491,4.39326947329825,1.62350391733333,98.3764960828947,22.8707368421053,4.68026315789474,0.850494674885965,0.0162350391733333,0,1.57743897217429,0,1.46714263553189,0.813691999458715,3.30917169151898,0.969660198507666,2.70480518873344,2.4561567028895,0.270083764005645,0.926731026977378,0,0.0516931674593841,249.038120789915,4.26619027825167,5.15185768844096,1.33073138432648,1.57853487816999,0.976551858120752,1.22917041064381,1.22917041123585,2.70480518873344,0.898614161622487,0.0672481593939055,0.0122917041064381,0,2.48831371093427,0,2.15250751299545,0.662094669983121,10.9506172839506,0.940240900569927,7.31597110899935,6.032705749149,0.072945239579457,0.858830396362545,0,0.00267218356198393,62019.985606572,18.2003794902491,26.5416376419483,1.77084601723146,2.49177236159914,0.953653531599094,1.51085989840226,1.51085989985771,7.31597110899935,0.807507411468486,0.00452231494186812,0.000151085989840227,0,5.23497772633333,40,4.4,2.102969041,13.3333333333333,2.79612222066667,17.486,9.95048333333333,7.019685387,8.0378565255,0,0.5293128655,53.391441395,5.29771226266667,3.8936332065,2.549635912,4.50846283266667,2.97189706533333,0.173568063,95.580654245,17.486,3.075,0.74101547,0.00173568063,0,10.6579935676667,40,9.16666666666667,4.97130378233333,26,5.876800265,28.2145,19.525425,7.87812178,11.6342649323333,0,0.7716954025,811.3832985,18.5569892,23.33033639,8.6131919055,10.0581376986667,6.26457610533333,4.419345756,99.82643194,28.2145,6.05,0.946515253,0.04419345756,0
"5","MLBS",10,9.32992522203333,41.1666666666667,8.24808333333333,3.6767351029,17.2333333333333,4.58341582631667,19.70805,14.8543281666667,6.83264109688333,8.49859207968333,0.2,0.659758203016667,193.088837262333,9.13506754328333,9.13228624406667,3.74036522315,8.61920816468333,4.60172425376667,4.90519021226667,95.0948097875,19.70805,3.13833333333333,0.890074386316667,0.0490519021226667,0.005,1.87264303396362,1.93250301454734,2.01876123434553,0.579752855840848,1.88758124671839,0.532365814548616,1.48140630560422,1.75190904608346,0.536836993380345,0.333102681426606,0.632455532033676,0.0153542346263605,94.9292631623569,2.11556827693388,2.32101015112675,1.01766311649772,1.82405623454829,0.391942837908221,3.48905969555691,3.48905969497881,1.48140630560422,0.376029656369196,0.0302338078681301,0.0348905969555691,0.0158113883008419,3.50679193265246,3.73456790123457,4.0753969212963,0.336113373855619,3.56296296296296,0.283413360500011,2.19456464228395,3.06918530574904,0.288193957461648,0.110957396373595,0.4,0.000235752520961328,9011.56500454801,4.47562913436898,5.38708812163344,1.03563821867986,3.32718114679448,0.15361918818755,12.1735375591597,12.1735375551256,2.19456464228395,0.141398302469136,0.000914083138207003,0.00121735375591597,0.00025,6.7744517705,40,5.775,3.216583997,14.5,3.93845670433333,16.8723333333333,12.775475,5.87405062866667,8.099108094,0,0.6303809525,78.60192811,6.329257892,6.00228689366667,2.29005865866667,6.2933472445,3.94131209033333,1.57824051,87.2267511766667,16.8723333333333,2.46666666666667,0.8285098175,0.0157824051,0,13.3805712766667,45,12.725,5.11404849966667,20.6666666666667,5.823912592,21.918,18.8882,7.433949691,9.041557117,2,0.684668109666667,372.7138567,12.7853307266667,13.9898597633333,5.62895648366667,12.562890323,5.29378672933333,12.7732488233333,98.42175949,21.918,3.6625,0.919665309,0.127732488233333,0.05
"6","OSBS",24,6.06336989449653,40.2430555555556,5.71553819444792,5.02748383337847,14.3125,4.83685042403819,15.72290625,6.91347002892361,2.57089070222569,8.72800584014583,15.8263888888889,0.862757831239583,8.66939451739931,1.06152776332639,1.96596787202431,5.60846484152083,9.33309924074653,2.74667860534028,57.7387513959375,42.2612486041111,15.72290625,3.11086805554861,0.936600680118056,0.577387513959375,0.395700231481481,1.5405417973724,2.04831683385453,1.45247178375006,0.812049017547116,2.12405847286163,0.814114428185249,2.28103758137662,1.96431712246861,0.932684130944028,1.05634936660236,5.63883385661254,0.0432090001986193,11.6132666936837,0.660470024773907,1.17959137026087,0.865871926740095,1.50114799894669,0.68733878873104,14.2131197529137,14.2131197528235,2.28103758137662,0.441136370120479,0.0247002252817242,0.142131197529137,0.144006841769154,2.37326902945139,4.19560185185185,2.10967428259008,0.659423606899237,4.51162439613527,0.662782302179394,5.20313244765248,3.85854175762337,0.869899688114816,1.11587398432121,31.7964472624799,0.00186701769816428,134.867963298624,0.436220653624846,1.39143580079391,0.749734193516605,2.25344531474166,0.472434610494253,202.012773110664,202.0127731081,5.20313244765248,0.194601297043072,0.000610101128967927,0.0202012773110664,0.0207379704763263,2.7840812105,35,2.6625,3.088109754,9.33333333333333,2.95233561933333,10.921,2.789,0.6559188545,6.10958518366667,8,0.766756854333333,0.116250822,0.096162994,0.237029514,3.50213257366667,5.92375752266667,1.044312512,38.10372008,11.7170033595,10.921,2.375,0.87689479425,0.3810372008,0.2,8.307260243,46.6666666666667,7.68333333333333,6.89258241475,17.6666666666667,6.739373686,20.131,10.0757916666667,4.06735532666667,10.6356989046667,27,0.936888112,42.340248341,2.860274132,5.06700859433333,7.3727349365,11.9449434775,4.07372188733333,88.28299664,61.89627992,20.131,3.8625,0.967470789666667,0.8828299664,0.675
"7","RICE",10,10.0812875271,30,8.3792380956,5.65310904935,23.9,6.22474510385,29.73015,18.397624143,7.1957421543,8.15213560575,0,0.76579773135,906.63348163,17.563247654,22.676066394,7.92589259095,8.94197781465,6.6626506968,3.46344940035,96.5365505995,29.73015,6.11790476185,0.89143062275,0.0346344940035,0,3.13296181716879,0,2.71821703809372,1.46984019182004,4.36399409308084,1.88167237539956,1.93209353997735,4.07258675078319,0.599259919978393,0.197155940963426,0,0.0372742457424335,557.346515901598,8.07029541159845,4.91695033315081,1.26165855626402,3.0185894073705,1.58567960238306,3.85825104901379,3.85825104896122,1.93209353997735,0.859024806335416,0.0815595398731518,0.0385825104901379,0,9.81544974783758,0,7.38870386618297,2.16043018948958,19.0444444444444,3.54069092834182,3.73298544722222,16.5859628426547,0.35911245169251,0.038870465057174,0,0.00138936939566732,310635.13878765,65.129668030467,24.1764005786719,1.59178231259422,9.1118820102894,2.51437980141371,14.886101157216,14.8861011568104,3.73298544722222,0.737923617899599,0.00665195854432024,0.0014886101157216,0,5.596143352,30,4.566666667,3.06521864,15,2.603629945,26.362,11.63526667,6.247867765,8.015180266,0,0.706862745,325.2366534,7.100279805,16.57777669,6.2863457015,4.756124601,4.336155947,0.00740631,87.942031445,26.362,4.833333333,0.720648656,7.40631e-05,0,13.2755758,30,11.5833333335,7.883974268,29,9.321659366,32.687,25.85983333,7.994707053,8.656716418,0,0.832291667,2062.402954,34.22446022,29.85111853,9.922432125,12.499241823,9.11971001,12.057968555,99.99259369,32.687,7.633333333,0.9517680915,0.12057968555,0
"8","SCBI",6,11.0104489675278,40,9.24305555555556,5.57726874030556,25.6111111111111,6.54105882269444,30.1930277777778,19.8780493055556,6.84525140527778,8.35562249136111,0.25,0.747203613777778,1063.45137623333,20.7166975847778,20.8981356587222,6.78779844908333,10.151925076,6.81372268733333,5.10583711236111,94.8941628866667,30.1930277777778,5.125,0.9266439415,0.0510583711236111,0.00625,1.20523640313048,0,1.17683269209569,0.583979220408217,2.82384030605027,1.15322418448409,2.61112929467664,2.34006503687281,0.127451169455304,0.436724371969966,0.612372435695794,0.0171065873639813,862.261294351748,9.66837227112747,9.11051109207114,0.749126190750164,0.891096133154057,1.02483115691438,1.36869967242264,1.36869967102993,2.61112929467664,0.536856850359365,0.0269416673761377,0.0136869967242264,0.0153093108923949,1.45259478743089,0,1.38493518518518,0.341031729868589,7.97407407407407,1.32992601967899,6.81799619351852,5.47590437679456,0.0162438005955246,0.190728177072561,0.375,0.000292635331241525,743494.539737151,93.4774223731065,83.0014123587512,0.561190049667851,0.794052318522113,1.05027890018247,1.87333879328983,1.87333878947744,6.81799619351852,0.288215277777778,0.000725853441006441,0.000187333879328983,0.000234375,8.8684583555,40,7.1125,4.751984532,23,4.737365952,27.8755,16.37395,6.700922461,8.0331620015,0,0.726759259,211.09906275,9.744479263,10.568570995,5.91617094633333,8.7369042395,5.533349116,3.5206343895,92.85539631,27.8755,4.625,0.8777740225,0.035206343895,0,12.20229144,40,10.45,6.361080709,31,7.935639546,34.613,23.3197,7.0260347935,9.210171293,1.5,0.769071691,2385.083107,33.86237728,35.19122778,7.8894055835,11.3616071,8.235827015,7.144603691,96.47936561,34.613,5.9625,0.946474784,0.07144603691,0.0375
"9","SERC",13,7.20615562208974,40,5.95333333333333,4.01130109358974,20.8333333333333,4.53084149224359,31.8052820512821,15.8446470941026,7.44390165810256,8.38188584779487,0.0512820512820513,0.777903838192308,929.735338860872,14.4944609078462,21.4885871151923,8.12724846791026,6.41305297044872,5.05126925703846,2.07762434441026,97.9223756560256,31.8052820512821,6.46574786325641,0.818332146076923,0.0207762434441026,0.00128205128205128,1.78434425120464,1.36082763487954,1.55602279689099,1.73230444589383,7.53694603639668,1.83853393402786,4.56410007781371,3.7417148717997,0.302049667414498,0.676707764262413,0.125177936033135,0.0408017139577081,734.32359976524,7.70371028414224,11.7351988547249,1.76281671399455,1.65640321484054,1.78463650921004,1.70934027324163,1.70934027330211,4.56410007781371,1.22407678838169,0.118719962468618,0.0170934027324163,0.00312944840082838,3.18388440680703,1.85185185185185,2.42120694444444,3.00087869326354,56.8055555555556,3.38020702657195,20.8310095202992,14.000430181847,0.091234001585209,0.457933398213033,0.0156695156695157,0.00166477986188663,539231.149172181,59.3471521419989,137.714892159938,3.10752276713855,2.74367161013407,3.1849274700054,2.92184416972576,2.92184416993253,20.8310095202992,1.49836398385484,0.0140944294885502,0.000292184416972576,9.79344729344729e-06,4.34305175033333,36.6666666666667,3.525,1.554036116,9.33333333333333,1.64787034466667,20.5283333333333,9.6843,6.80019349266667,8.0276772215,0,0.666791666666667,40.72057879,3.628117478,4.74221766166667,4.438535472,3.840119192,2.2793052335,0.253865901,94.6048718933333,20.5283333333333,3.75833333333333,0.583303628333333,0.00253865901,0,9.574592389,43.3333333333333,8.05,6.402483617,33,7.301703854,38.312,20.009775,7.847178509,10.58585859,0.333333333333333,0.818219697,2035.91927046667,25.6861457233333,37.33112458,10.84165187,8.84340700466667,7.53233110833333,5.39512810766667,99.7461341,38.312,8.125,0.932613402333333,0.0539512810766667,0.00833333333333333
"10","TALL",12,13.1736416619111,39.5277777777778,12.5239027777833,5.76835937413472,23.5472222222222,6.32017987434722,26.4874847222222,17.9319822939444,4.82395134416667,8.30686889602778,2.63888888888889,0.751841539430556,287.506982633042,9.14284460238889,11.4001555592042,6.41623039683333,13.1323343121361,5.15712541751528,29.0673898471556,70.9326101526667,26.4874847222222,4.45185879631111,0.894563648613889,0.290673898471556,0.068900462962963,3.03613582984208,2.55231458960485,3.21407960846104,1.86520717133547,4.64665532656617,1.79274493361156,4.85082807548901,3.12493650442684,1.54165582770998,0.332648707958178,2.95148766917286,0.0657243488237439,214.288711866574,4.08169566245213,4.79520870021785,1.8243843441475,3.95582391378547,1.39533281044342,19.621295273764,19.6212952736298,4.85082807548901,0.826502214238114,0.0444447961656385,0.19621295273764,0.0765186331209153,9.21812077725085,6.51430976430977,10.3303077295251,3.47899779200128,21.5914057239057,3.2139343969899,23.5305330179524,9.76522815669946,2.37670269111215,0.110655162906245,8.71127946127946,0.00431969002830516,45919.6520334355,16.6602394808805,22.9940264786449,3.32837823517051,15.648542836877,1.94695365189993,384.995228220233,384.995228214969,23.5305330179524,0.683105910140506,0.00197533990620515,0.0384995228220233,0.00585510121469323,8.1149025256,35,7.3693333334,2.6138502732,14.4,3.272318814,17.8094,12.829949334,2.679717557,8.02274064866667,0,0.601205848,38.8798626266667,4.26416838866667,4.446335824,3.190847854,7.4057557988,3.1718133786,8.45423116833333,41.3417944266667,17.8094,3.32,0.820343276,0.0845423116833333,0,18.86347728,43.3333333333333,18.6375,8.283408087,29.6666666666667,8.400397688,33.726,22.41450625,6.645236315,9.056373391,8.33333333333333,0.8292487685,713.876808133333,17.9832383233333,19.3150968266667,8.9898354015,20.79780224,7.21545320666667,58.6582055733333,91.54576883,33.726,6.24166666666667,0.951445364333333,0.586582055733333,0.208333333333333
