"","X1","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1",1,"cp9235c.CSV",9.40645324699,60,8.11666666666667,5.74798069569941,7.78231292517007,6.63599192953765,28.009,18.2958666666667,6.98059319051905,8.17349397590361,0,0.758045977011494,651.747943335217,16.0133044517242,19.8827066535622,6.61268427885011
"2",1,"cp9235e.CSV",7.20717774937343,60,6.51666666666667,6.10033472998912,6.55889145496536,7.81129879654395,27.387,16.1960666666667,6.46084769197021,8.08888888888889,4,0.728571428571429,812.661755285238,15.2028015679693,24.1150695576477,8.01133805211781
"3",1,"cp9235w.CSV",9.68834270865181,60,7.76666666666667,5.70220583940309,7.07598784194529,6.55582861954832,27.358,18.60975,7.0333292287651,8.36653386454183,0,0.689880952380952,937.411505848822,21.19434925602,22.0954987602151,7.70696692439567
"4",1,"cp9237c.CSV",7.6441043776008,60,6.23333333333333,3.18706128851167,7.61643835616438,3.8788600845552,26.917,15.1158,7.78180283571913,8.22857142857143,0,0.720238095238095,258.307819671027,10.6348775940721,12.0501949457314,5.2785280427696
"5",1,"cp9237e.CSV",6.94643417116754,60,5.88333333333333,2.75647918554176,7.44329896907217,3.46454261852204,26.264,12.4659166666667,7.84337211239518,8.01951219512195,0,0.762345679012346,186.150341038446,6.38270476164234,12.0586658036515,5.22523627003446
"6",1,"cp9237w.CSV",8.35548610437287,60,7.08333333333333,2.7645969454138,8,3.26747438993619,24.792,14.8814833333333,7.80060825091208,8.41304347826087,0,0.708333333333333,230.299834854926,9.58439933708877,11.7660156468593,5.88896094110151
"7",1,"cp9239c_last20.CSV",17.8463409018712,20,16.3,8.28939347602304,7.42325581395349,10.2327904307672,39.361,31.14445,6.87833691408609,8.01909307875895,0,0.765,5062.79985899491,47.4171306474782,53.0510657777476,3.79893665835725
"8",1,"cp9239c.CSV",11.714446875677,40,10.75,5.50441568952346,7.47785547785548,6.03220523523529,37.563,22.20735,7.30974105319377,8.14659685863874,0,0.825,738.629320430401,17.1677690964811,21.0688638678099,7.33704879379741
"9",1,"cp9239e.CSV",13.626343296348,60,11.9833333333333,5.67115443902125,7.49895615866388,7.53102840845053,31.014,23.254,7.44377441452042,10.2546972860125,0,0.741666666666667,1021.7341683861,23.138084121323,22.0536444058726,6.65999596121423
"10",1,"cp9239w.CSV",14.2535217747138,60,13.2833333333333,6.25209697325413,7.16939890710383,7.09951093777279,37.933,23.2143166666667,7.5094865897833,8.01960784313725,0,0.794871794871795,826.404911459348,18.8639835246737,21.6922805864249,8.74832217810483
"11",1,"cp9240c.CSV",9.23816329014288,60,7.83333333333333,2.66660992522434,6.82485875706215,3.72006571029181,31.611,17.0556,7.57041128526929,8.01980198019802,0,0.77020202020202,147.643067986031,9.29397019025938,7.82720806473168,5.2930487200235
"12",1,"cp9240e.CSV",10.4869195525947,50,8.72,3.39986139634625,7.96444444444444,4.69910629801029,34.259,17.93136,7.82523617137255,8.03555555555556,0,0.791428571428571,647.940748875977,14.3859249956992,20.9996645424181,6.72026268546347
"13",1,"cp9240e_part2.CSV",11.7380170205246,10,12,4.03399013953029,4.55802165238714,4.60434577328853,19.505,13.6395,5.01680898953523,7.70130452150214,0,0.685714285714286,120.095013088368,8.0894774585537,7.39292685855337,4.87446401042093
"14",1,"cp9240w.CSV",9.94059131351112,60,8.41666666666667,4.26869242406447,7.39869281045752,5.05401380642708,30.11,18.4649166666667,7.74876971912634,8.03319502074689,0,0.71989247311828,395.35753664098,14.2082561909157,13.9098164133926,6.72438850673785
