"","xbin","zbin","lidar.pulses","bin.hits","sky.hits","can.hits","Freq"
"819",4,32,267,0,0,262,1
"820",4,4,267,0,0,262,1
"821",4,5,267,0,0,262,1
"822",4,6,267,0,0,262,1
"823",4,7,267,0,0,262,1
"824",4,8,267,0,0,262,1
"825",4,9,267,0,0,262,1
"826",5,0,268,0,0,267,1
"827",5,1,268,0,0,267,1
"828",5,10,268,3,1,267,1
"829",5,11,268,0,0,267,1
"830",5,12,268,0,0,267,1
"831",5,13,268,0,0,267,1
"832",5,14,268,6,1,267,1
"833",5,15,268,74,1,267,1
"834",5,16,268,0,0,267,1
"835",5,17,268,26,1,267,1
"836",5,18,268,9,1,267,1
"837",5,19,268,83,1,267,1
"838",5,2,268,0,0,267,1
"839",5,20,268,44,1,267,1
"840",5,21,268,0,0,267,1
"841",5,22,268,15,1,267,1
"842",5,23,268,3,1,267,1
"843",5,24,268,1,1,267,1
"844",5,25,268,3,1,267,1
"845",5,26,268,0,0,267,1
"846",5,27,268,0,0,267,1
"847",5,28,268,0,0,267,1
"848",5,29,268,0,0,267,1
"849",5,3,268,0,0,267,1
"850",5,30,268,0,0,267,1
"851",5,31,268,0,0,267,1
"852",5,32,268,0,0,267,1
"853",5,4,268,0,0,267,1
"854",5,5,268,0,0,267,1
"855",5,6,268,0,0,267,1
"856",5,7,268,0,0,267,1
"857",5,8,268,0,0,267,1
"858",5,9,268,0,0,267,1
"859",6,0,268,0,0,268,1
"860",6,1,268,0,0,268,1
"861",6,10,268,0,0,268,1
"862",6,11,268,0,0,268,1
"863",6,12,268,0,0,268,1
"864",6,13,268,0,0,268,1
"865",6,14,268,66,0,268,1
"866",6,15,268,154,0,268,1
"867",6,16,268,0,0,268,1
"868",6,17,268,0,0,268,1
"869",6,18,268,0,0,268,1
"870",6,19,268,14,0,268,1
"871",6,2,268,0,0,268,1
"872",6,20,268,21,0,268,1
"873",6,21,268,0,0,268,1
"874",6,22,268,1,0,268,1
"875",6,23,268,7,0,268,1
"876",6,24,268,0,0,268,1
"877",6,25,268,0,0,268,1
"878",6,26,268,0,0,268,1
"879",6,27,268,0,0,268,1
"880",6,28,268,0,0,268,1
"881",6,29,268,0,0,268,1
"882",6,3,268,0,0,268,1
"883",6,30,268,0,0,268,1
"884",6,31,268,0,0,268,1
"885",6,32,268,0,0,268,1
"886",6,4,268,5,0,268,1
"887",6,5,268,0,0,268,1
"888",6,6,268,0,0,268,1
"889",6,7,268,0,0,268,1
"890",6,8,268,0,0,268,1
"891",6,9,268,0,0,268,1
"892",7,0,267,0,0,266,1
"893",7,1,267,0,0,266,1
"894",7,10,267,2,1,266,1
"895",7,11,267,0,0,266,1
"896",7,12,267,33,1,266,1
"897",7,13,267,0,0,266,1
"898",7,14,267,23,1,266,1
"899",7,15,267,85,1,266,1
"900",7,16,267,0,0,266,1
"901",7,17,267,0,0,266,1
"902",7,18,267,0,0,266,1
"903",7,19,267,19,1,266,1
"904",7,2,267,1,1,266,1
"905",7,20,267,0,0,266,1
"906",7,21,267,0,0,266,1
"907",7,22,267,5,1,266,1
"908",7,23,267,0,0,266,1
"909",7,24,267,0,0,266,1
"910",7,25,267,0,0,266,1
"911",7,26,267,0,0,266,1
"912",7,27,267,0,0,266,1
"913",7,28,267,0,0,266,1
"914",7,29,267,0,0,266,1
"915",7,3,267,23,1,266,1
"916",7,30,267,0,0,266,1
"917",7,31,267,0,0,266,1
"918",7,32,267,0,0,266,1
"919",7,4,267,27,1,266,1
"920",7,5,267,0,0,266,1
"921",7,6,267,0,0,266,1
"922",7,7,267,0,0,266,1
"923",7,8,267,0,0,266,1
"924",7,9,267,48,1,266,1
"925",8,0,268,0,0,268,1
"926",8,1,268,0,0,268,1
"927",8,10,268,0,0,268,1
"928",8,11,268,0,0,268,1
"929",8,12,268,0,0,268,1
"930",8,13,268,0,0,268,1
"931",8,14,268,0,0,268,1
"932",8,15,268,0,0,268,1
"933",8,16,268,0,0,268,1
"934",8,17,268,0,0,268,1
"935",8,18,268,0,0,268,1
"936",8,19,268,0,0,268,1
"937",8,2,268,202,0,268,1
"938",8,20,268,0,0,268,1
"939",8,21,268,0,0,268,1
"940",8,22,268,0,0,268,1
"941",8,23,268,0,0,268,1
"942",8,24,268,0,0,268,1
"943",8,25,268,0,0,268,1
"944",8,26,268,0,0,268,1
"945",8,27,268,0,0,268,1
"946",8,28,268,0,0,268,1
"947",8,29,268,0,0,268,1
"948",8,3,268,66,0,268,1
"949",8,30,268,0,0,268,1
"950",8,31,268,0,0,268,1
"951",8,32,268,0,0,268,1
"952",8,4,268,0,0,268,1
"953",8,5,268,0,0,268,1
"954",8,6,268,0,0,268,1
"955",8,7,268,0,0,268,1
"956",8,8,268,0,0,268,1
"957",8,9,268,0,0,268,1
"958",9,0,268,0,0,268,1
"959",9,1,268,0,0,268,1
"960",9,10,268,0,0,268,1
"961",9,11,268,0,0,268,1
"962",9,12,268,0,0,268,1
"963",9,13,268,0,0,268,1
"964",9,14,268,0,0,268,1
"965",9,15,268,0,0,268,1
"966",9,16,268,0,0,268,1
"967",9,17,268,0,0,268,1
"968",9,18,268,0,0,268,1
"969",9,19,268,0,0,268,1
"970",9,2,268,50,0,268,1
"971",9,20,268,0,0,268,1
"972",9,21,268,0,0,268,1
"973",9,22,268,0,0,268,1
"974",9,23,268,0,0,268,1
"975",9,24,268,0,0,268,1
"976",9,25,268,0,0,268,1
"977",9,26,268,0,0,268,1
"978",9,27,268,0,0,268,1
"979",9,28,268,0,0,268,1
"980",9,29,268,0,0,268,1
"981",9,3,268,186,0,268,1
"982",9,30,268,0,0,268,1
"983",9,31,268,0,0,268,1
"984",9,32,268,0,0,268,1
"985",9,4,268,31,0,268,1
"986",9,5,268,1,0,268,1
"987",9,6,268,0,0,268,1
"988",9,7,268,0,0,268,1
"989",9,8,268,0,0,268,1
"990",9,9,268,0,0,268,1
