"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","rumple","clumping.index"
"1","ACSA13.csv",11.6367439073574,50,11.468085106383,5.65923009513182,27,7.06459877895769,27,14.1489361702128,6.06595744680851,8.1,0,0.833793103448276,874.482158554183,19.8662747541584,21.9046407399545,7.36908561198109,6.4,0.948242226979355
