"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","rumple","clumping.index"
"1","TSCA10.csv",7.96262490640015,50,7.78,4.09639422344698,28,5.62241940804846,29,10.04,7.79,8.1,0,0.833793103448276,1003.54853883618,13.013259608047,28.882583215664,7.12271445619504,6.24,0.79054330865463
