,X1,plot,mean.height,transect.length,mode.el,height.2,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,max.vai,deep.gaps,porosity,std.std,mean.std,rugosity,top.rugosity
1,1,AF_A4-072516.CSV,8.939912388,40,8.15,5.816912444,19,6.389640052,19.929,13.238025,3.335476129,8.201680672,5,0.75,245.940177,9.146371407,12.73907638,6.752183474
2,1,AF_A4a-072516.CSV,8.814607284,40,8.3,5.500354287,19,6.136774397,22.689,13.21125,3.69343368,8.111888112,4,0.778125,217.6365787,9.379006088,11.38730976,7.063809649
3,1,AF_A4b-072516.CSV,6.493198544,40,5.275,5.677740204,18,5.705205956,21.813,11.4125,2.872722434,8.032520325,12,0.775,324.6573654,9.86776184,15.07596238,8.907125638
4,1,AF_D9-0728016.CSV,4.940693655,40,3.925,2.285192262,14,2.705434346,18.682,9.720775,5.193442866,8.051612903,0,0.6975,60.37534643,4.806787552,6.104927507,5.242508508
5,1,AF_D9a-0728016.CSV,5.406129889,40,4.175,1.860599624,8,2.048017334,21.944,11.767075,6.485206218,8.026229508,0,0.675,42.45581825,4.600977517,4.613764638,5.146451789
6,1,AF_D9b-0728016.CSV,6.106992335,40,4.7,3.643061385,15,3.280243893,25.09,11.984375,5.0543153,8.215488215,1,0.769230769,196.69663,9.258274136,10.53475154,7.383878342
7,1,AF_G8-0729016.CSV,5.01295632,40,3.4,2.257265116,12,2.537715508,16.656,10.969725,5.935015047,8.177777778,0,0.613888889,60.67806998,5.642362525,5.370457626,3.959895473
8,1,AF_G8a-0729016.CSV,3.838553772,40,2.55,1.891644353,13,1.999374902,23.381,9.794125,5.087158374,8.224489796,0,0.775,48.776296,4.176564733,5.597553308,5.890483434
9,1,AF_G8b-0729016.CSV,5.281982296,40,4.075,1.645112943,11,2.041904748,20.273,11.8808,6.295046759,8.071641791,0,0.613095238,44.53139539,5.294424903,4.062075865,3.943064812
10,1,ARNO_01-1.CSV,10.92057941,40,9.175,6.086388422,23,6.564630607,32.303,20.91895,7.726088741,8.2,0,0.771212121,1256.510212,16.73774257,31.24673079,8.211411771
