"","X1","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","rumple","clumping.index"
"1",1,"AF_A4_072516.CSV",9.05313987177308,40,8.175,5.85435276964481,19,6.18824490465592,20.079,13.369275,3.34592651452171,8.20168067226891,5,0.754761904761905,232.956450114498,9.01884359140941,12.3132818691116,6.78996763704949,"AF_A4_072516.CSV",8.28338131565783,5.59750327727756,40.1138406231276,59.8861593768724,20.079,3.425,0.950861120426209
"2",1,"AF_A4a_072516.CSV",8.95211040615663,40,8.25,5.5184467012805,19,5.94453530563996,22.839,13.34625,3.71696475506167,8.11188811188811,4,0.771875,224.185372006328,9.48550030969528,11.5849322777951,7.09267112444156,"AF_A4a_072516.CSV",8.04076484436307,5.50658408905039,48.0923285811269,51.9076714188731,22.839,5.175,0.952144315760381
"3",1,"AF_A4b_072516.CSV",6.59535680355676,40,5.525,5.72589687161832,19,5.77056106457596,21.963,11.5175,2.87799130128022,8.03252032520325,12,0.779347826086957,325.677931416695,9.88035842968453,15.1015379586867,8.96633675591726,"AF_A4b_072516.CSV",8.26274195140002,5.23081362385913,54.8054409633181,45.1945590366819,21.963,4.25,0.963692865584292
"4",1,"AF_D9_0728016.CSV",5.08484282298962,40,4.125,2.26680238846846,14,2.75850956133924,18.832,9.870775,5.21034318241924,8.05161290322581,0,0.6925,60.5824251471563,4.83825385816306,6.09702589391963,5.24250850842394,"AF_D9_0728016.CSV",4.39463846083706,2.79192196550867,17.0298078377969,82.9701921622031,18.832,6.45,0.833616869799854
"5",1,"AF_D9a_0728016.CSV",5.52826869860788,40,4.35,1.86902712309537,9,1.95639975465139,22.094,11.917075,6.49811750141377,8.02622950819672,0,0.669565217391304,43.4036404065078,4.63834231008046,4.67861315146116,5.14645178932746,"AF_D9a_0728016.CSV",5.00162207826315,2.86716836452446,8.55747678514249,91.4425232148575,22.094,5.075,0.818587052861236
"6",1,"AF_D9b_0728016.CSV",6.246671982017,40,4.6,3.66061012191318,15,2.9563490998189,25.24,12.130625,5.08135459803726,8.53872053872054,1,0.761538461538461,192.815502093549,9.15906697021265,10.4368095857263,7.3901562479145,"AF_D9b_0728016.CSV",5.4926324278438,4.45145345136761,28.1512605042017,71.8487394957983,25.24,7.525,0.889297820020846
"7",1,"AF_G8_0729016.CSV",5.15711212550987,40,3.875,2.23560726243294,12,2.59024612730142,16.806,11.119725,5.95384444904905,8.20740740740741,0,0.606944444444444,61.114896339775,5.65352282943119,5.39931254484081,3.95989547250999,"AF_G8_0729016.CSV",4.51171697598253,3.02383399506442,10.2327480604328,89.7672519395672,16.806,3.55,0.87757562248834
"8",1,"AF_G8a_0729016.CSV",3.97415696136128,40,2.725,1.88726669978939,13,2.03700147275352,23.531,9.944125,5.09664993957808,8.26530612244898,0,0.787,46.5526704165013,4.12693331343152,5.4333315601931,5.89048343402632,"AF_G8a_0729016.CSV",3.17981969855727,2.28001244675298,18.121824061242,81.878175938758,23.531,5.1,0.688353543716607
"9",1,"AF_G8b_0729016.CSV",5.44940593891143,40,4.1,1.66596823112437,10,1.82756668824971,20.423,12.0308,6.31986386334767,8.02388059701492,0,0.625,47.3456143152088,5.52674016864316,4.0988727015504,3.94306481215063,"AF_G8b_0729016.CSV",4.75759627059844,2.75606826408842,8.81771451166469,91.1822854883353,20.423,3.925,0.801301074954979
"10",1,"ARNO_01_1.CSV",11.1036755520263,40,9.55,6.09444252570324,23,6.4921105967166,32.453,21.06895,7.74635922940035,8.04444444444444,0,0.778787878787879,1248.32745765557,16.7254661378756,31.122118181871,8.21141177140004,"ARNO_01_1.CSV",10.2891611470626,7.21886621777464,0.473574540632693,99.5264254593673,32.453,6.525,0.96906837425872
"11",1,"ARNO_01_2.CSV",15.3844953474217,40,13.7,7.66808184063042,26,8.47997641506154,32.551,23.898325,7.4293131369099,8.33507853403141,0,0.75,1401.58743937515,23.6204149841473,29.0458849985988,8.89372648783313,"ARNO_01_2.CSV",14.3897501910828,9.09694666577359,1.45618880241024,98.5438111975898,32.551,7.3,0.898673430559738
