"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,5.5122775,0.511492401395625,8.74,3.72962417026698,8.04,0.791085723382741,55.6188451753389,6,6.9177668128531
"2",2,4.9370775,1.90328827747182,9.247,4.96,8,0.973876855168177,43.54,6,5.4425
"3",3,3.11914536340852,2.15419680234618,12.719,6.55639097744361,8,1.17806207914468,27.719298245614,2,3.46491228070175
"4",4,5.969625,1.6741024810829,13.056,4.68,8,0.867845682729515,51.5,7,6.4375
"5",5,9.20098746867168,2.46944060199415,16.095,2.7468671679198,8,0.624022734388801,76.7619047619048,8,9.59523809523809
"6",6,10.86937,1.46043623554582,14.482,4.52,8,0.890653016442949,91.06,11,11.3825
"7",7,11.7563383458647,2.55158911629601,21.089,3.2280701754386,8,0.723764940723353,97.2531328320802,11,12.15664160401
"8",8,16.693265,4.4704072142735,26.109,2.5,8,0.568796503475181,137.3,13,17.1625
"9",9,17.9246574307305,6.59792756286201,28.879,1.32689911069614,7.52541352780528,0.370014108673303,138.897903337514,13,18.4571788413098
"10",10,12.4150025062657,7.18566659675302,26.657,2.76691729323308,8,0.61696078399471,102.50626566416,10,12.81328320802
"11",11,8.15846153846154,5.12744873043351,26.674,4.13793103448276,8,0.765399830811984,70.7161803713528,6,8.8395225464191
"12",12,5.04409308510638,1.18200372446342,16.528,3.36170212765957,8,0.808692438229411,44.6595744680851,5,5.58244680851064
"13",13,6.66311170212766,2.38602415595959,20.955,4.4468085106383,8,0.900475905485459,57.4042553191489,8,7.17553191489362
"14",14,7.87189893617021,6.2530192920774,24.418,2.23404255319149,8,0.598190065635106,68.6382978723404,4,8.57978723404255
"15",15,10.3405543766578,4.50997416523692,27.694,3.45888594164456,8,0.803215900415471,87.5649867374005,12,10.9456233421751
"16",16,12.7510079787234,0.520184436460925,13.993,4.57446808510638,8,0.923230070434284,106.702127659574,13,13.3377659574468
"17",17,9.9195079787234,4.26200827278286,20.286,3.06382978723404,8,0.808113787178534,83.8936170212766,13,10.4867021276596
"18",18,2.71731914893617,0.858842631610902,12.743,5.19148936170213,8,1.02891267499065,25.9574468085106,3,3.24468085106383
"19",19,3.50409308510638,0.858035523339248,8.742,4.25531914893617,8,0.894608398673425,32.6170212765957,4,4.07712765957447
"20",20,3.49556300268096,1.55757731626857,9.153,2.69678444705174,7.28913477355288,0.604357973289466,28.2673819033358,3,3.87801608579088
"21",21,5.97961502347418,2.17273869513264,26.93,4.48826291079812,8,0.876708645357935,50.7417840375587,5,6.34272300469484
"22",22,8.354720657277,3.89893266895931,27.265,5.52112676056338,8,1.01707052109084,71.5868544600939,9,8.94835680751174
"23",23,7.13101176470588,5.36662142341154,27.219,1.93882352941176,8,0.579409996882909,60.8658823529412,9,7.60823529411765
"24",24,5.49524,2.79430575959633,30.143,2.79521835639042,7.76449543441784,0.720336535678964,46.5047603019073,3,5.98941176470588
"25",25,9.93951529411765,4.54689521950392,30.118,5.00705882352941,8,0.911483855461508,82.3247058823529,9,10.2905882352941
"26",26,8.24985377358491,5.83638915480061,30.207,2.99248329225497,7.55245783283397,0.683299830214384,66.582753252673,5,8.81603773584906
"27",27,18.3679339622641,7.37241629577318,27.151,1.39165485386037,7.76396918469468,0.439581513603896,147.313990780351,20,18.9740566037736
"28",28,9.85018075117371,6.34055204371172,25.998,2.17840375586854,8,0.568448103565517,82.4788732394366,9,10.3098591549296
"29",29,7.22803294117647,6.90184386621643,27.834,3.52,8,0.715594464058195,61.8070588235294,3,7.72588235294118
"30",30,11.6850662983425,9.76640238335478,28.087,1.32924404251707,3.61794243151262,0.286081802096672,43.5452352875704,1,12.0359116022099
"31",31,18.2372214285714,7.80274983172808,29.267,2.49324749928862,4.53317727143385,0.454642155433812,84.7272418589422,20,18.6904761904762
"32",32,9.6897636761488,8.3829695663915,28.965,2.98011974442513,7.40171045218633,0.646919724594529,74.0413989763016,2,10.0032822757112
"33",33,3.40342483660131,1.13674135904922,4.569,5.21132897603486,8,0.976381506601193,29.4814814814815,4,3.68518518518519
"34",34,5.14156739130435,4.27012133804601,26.195,3.6695652173913,8,0.858422483342628,44.8695652173913,4,5.60869565217391
"35",35,15.6443129102845,7.93555169268169,29.32,2.52166921710649,7.58159758037939,0.58323244255847,121.844733980517,16,16.0711159737418
"36",36,18.2753501094092,3.13183486238096,29.226,4.24343137521405,7.40171045218633,0.793816786958878,138.373114328783,17,18.6947483588621
"37",37,11.4108758169935,7.44032055349051,17.485,4.25272331154684,8,0.837888375180502,94.2832244008715,17,11.7854030501089
"38",38,5.826,7.161393572034,27.545,4.71697287254016,6.68361046516662,0.865934485075862,40.6487724972191,1,6.08185840707965
"39",39,13.238171641791,7.54239271043319,22.631,1.29019211277176,3.92922143435037,0.315636834932893,53.4354566706305,16,13.5995024875622
"40",40,21.8538319088319,2.56277553951772,27.469,1.21896526496155,2.77829096104873,0.256335342344107,62.1474401158806,22,22.3689458689459
