"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,16.0622593659942,0.414916624597312,19.208,4.03051725047728,6.86880924227363,0.857304616836203,119.768839274582,17,17.4366232996357
"2",2,14.5695498575499,2.45352169682537,19.341,4.91167959552017,8.34188034188034,0.955766698820488,136.245684434557,16,16.3327306135688
"3",3,14.9932849002849,1.39221251611544,17.636,3.53276353276353,8,0.802390763864897,123.794871794872,16,15.474358974359
"4",4,13.9769647058824,3.5092962011861,17.283,2.00382141383932,6.02919717438378,0.478517793031622,87.1218991698456,16,14.45
"5",5,6.40392613636364,3.93934844717509,17.04,2.75,8,0.613587199580672,55.5454545454545,3,6.94318181818182
"6",6,7.91152586206897,3.2911358894967,17.013,1.93666829113011,7.24688779906752,0.515080619730878,61.2861804386658,7,8.45689655172414
"7",7,10.0427632398754,4.42109631483182,14.547,1.3499855505813,4.56153012354314,0.348089096410654,47.9244870456362,12,10.506230529595
"8",8,8.59317052023121,2.39280393822407,14.475,3.6514675462722,6.86634658157707,0.725004436748537,63.9403719243969,8,9.3121387283237
"9",9,8.00563218390805,1.17253808171942,11.208,3.95663414316905,7.24688779906752,0.851870358001502,61.3278292191202,8,8.46264367816092
"10",10,9.11038461538461,1.5099906462122,11.938,3.62393162393162,8,0.750727533121972,76.4102564102564,9,9.55128205128205
"11",11,9.2430352303523,2.21443379537107,11.808,2.86178861788618,8,0.676537142289051,78.3848238482385,10,9.79810298102981
"12",12,8.93634870317003,1.4589424121156,11.583,2.59187179405813,5.19872550600099,0.609697989248899,48.8934890168134,10,9.40489913544669
"13",13,9.65060909090909,0.201255011696879,9.987,0.606285920122231,0.694702616806723,0.117264595750243,7.2059607797861,10,10.3727272727273
"14",14,6.48330952380952,0.439765652009764,7.596,0.20312360988838,0.236977544869777,0.0392266552999256,1.60241958911944,6,6.76190476190476
"15",15,6.24354891304348,1.41275142790798,13.313,2.6304347826087,8,0.693955606467948,54.5,8,6.8125
"16",16,7.55409239130435,2.57101048893618,13.709,3.54347826086957,8,0.916186423420444,65.3478260869565,10,8.16847826086957
"17",17,6.42648509485095,3.15424827577653,14.327,4.66124661246612,8,0.929938815459958,55.5772357723577,5,6.94715447154472
"18",18,4.69559510869565,1.76639153462645,6.545,3.78260869565217,8,0.841373009481731,40.304347826087,6,5.03804347826087
"19",19,6.43024184782609,1.22154532214233,8.303,2.60869565217391,8,0.787128072825484,55.5869565217391,8,6.94836956521739
"20",20,6.9423777173913,1.20793439165503,13.904,3.67391304347826,8,0.861904974864875,59.3913043478261,6,7.42391304347826
"21",21,5.01472459893048,1.0309165715858,7.813,3.40106951871658,8,0.899290532102878,42.951871657754,4,5.36898395721925
"22",22,8.24774184782609,3.10797873042299,18.168,3.02667200565533,6.9181074414979,0.698206627328292,60.5146409081025,6,8.74728260869565
"23",23,6.57084986595174,2.11650219892263,21.831,5.68364611260054,8,1.1386115309891,56.1823056300268,6,7.02278820375335
"24",24,5.9670138121547,3.21293027209224,22.571,2.47892578252518,6.10456553247696,0.635725722855721,39.5616318762181,6,6.48066298342541
"25",25,15.003827027027,5.92239958713765,22.67,3.20903792196271,7.28431920936322,0.662763272574641,113.497568221565,19,15.5810810810811
"26",26,14.3394450402145,3.19522534253514,19.021,3.41018766756032,8,0.839228192026022,118.058981233244,16,14.7573726541555
"27",27,10.6134504021448,1.93431268414221,19.684,6.36997319034853,8,1.22842548821532,87.8820375335121,10,10.985254691689
"28",28,10.9857855227882,2.55649474238739,20.532,6.90616621983914,8,1.32580172219344,91.6353887399464,10,11.4544235924933
"29",29,17.359654155496,2.2490031569481,22.963,3.41018766756032,8,0.733046807013406,142.230563002681,16,17.7788203753351
"30",30,16.6939034852547,2.99528959167084,25.606,2.85254691689008,8,0.763245858885405,136.804289544236,16,17.1005361930295
"31",31,16.7712486631016,5.61451731788226,26.289,2.03208556149733,8,0.534189863888523,137.433155080214,8,17.1791443850267
"32",32,17.7235040214477,4.79533357043398,25.966,2.80965147453083,8,0.568140036241505,146.026809651475,15,18.2533512064343
"33",33,20.7204309392265,2.16079047091714,25.783,2.37774513834047,6.10456553247696,0.530456804842172,129.410043912233,20,21.1988950276243
"34",34,19.3653094555874,3.12628621557003,22.836,2.41416809380935,5.01514681392537,0.556120235022425,99.5916188937244,19,19.8581661891117
"35",35,19.4359037433155,1.73542247294733,23.837,3.22994652406417,8,0.797042991248577,159.550802139037,18,19.9438502673797
"36",36,16.9177929155313,3.26296187077226,23.016,5.32123732489206,6.75741902503594,1.02411645729009,119.009748959999,18,17.6117166212534
"37",37,15.8590375335121,3.79260140297043,22.171,3.51742627345845,8,0.757848880501861,130.30563002681,12,16.2882037533512
"38",38,15.0408319559229,5.63893187417865,22.866,1.90173561424475,6.21918944117879,0.491144035531406,96.3117725718638,19,15.4862258953168
"39",39,18.6443885869565,0.508144617339363,19.665,4.11702589589141,6.9181074414979,0.906736933991665,132.196009588623,19,19.1086956521739
"40",40,6.06171698113208,4.36319796593669,19.669,4.12183742750311,7.49608669413557,0.901869843179807,49.8964584667595,5,6.65633423180593
