"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,12.7364197530864,1.07339176091603,14.543,0.810480108910499,1.3560035447135,0.187871805289898,19.224215928218,14,14.1771133292131
"2",2,12.3287756410256,1.35374666266315,14.645,3.57542766032817,6.04055911018105,0.818385192130877,88.0939068105243,15,14.5837339232467
"3",3,12.0641677018634,2.02428034898579,15.79,3.99556074195396,8.07453416149068,0.991129516257683,115.922894553538,15,14.3566046331689
"4",4,10.3003074534161,1.73818275907104,15.346,3.50310559006211,8,0.898139765790091,85.639751552795,11,10.7049689440994
"5",5,8.66138198757764,1.26334765691359,11.449,6.43478260869565,8,1.43183163385195,72.3229813664596,9,9.04037267080745
"6",6,8.51241304347826,2.79419626151541,13.756,2.60869565217391,8,0.778760444804135,73.2670807453416,7,9.1583850931677
"7",7,8.5443850931677,3.20590041018531,12.863,2.36024844720497,8,0.771636004009995,72.8198757763975,12,9.10248447204969
"8",8,8.82856474820144,3.56829330334274,13.659,1.33966882819615,3.76189832564173,0.386848058386597,34.8990495749281,5,9.27697841726619
"9",9,12.926371559633,0.74245471212464,14.642,1.44332715485749,2.18503694277036,0.336301536776528,29.2474210963482,13,13.3853211009174
"10",10,13.1170446735395,1.12702061667531,16.83,1.8504102243796,4.41368340405297,0.477823068638063,59.675729736242,13,13.520618556701
"11",11,12.097297235023,2.81824610038726,17.299,2.59567666423536,7.76912877433205,0.684352178908173,97.5258377017535,14,12.5529953917051
"12",12,13.6135322997416,2.10027963493876,19.111,2.25341591662119,4.13304246318673,0.510140056206618,57.9747312956309,12,14.0271317829457
"13",13,11.6250512820513,4.29711568360669,18.62,3.03722582192483,6.89402051643254,0.704179621730942,84.166509218684,13,12.2086247086247
"14",14,6.96420048309179,4.19006802962447,18.414,2.95953459515099,5.44554365507782,0.673004341728608,40.1181356231578,5,7.36714975845411
"15",15,14.8357701492537,1.75606622447304,17.521,1.60017042867662,2.82135312424562,0.37600491834493,43.0151077077149,14,15.2462686567164
"16",16,16.386970212766,1.08435678439389,17.623,0.810425653767973,1.5115081637736,0.216744848959771,25.4158489751123,17,16.8148936170213
"17",17,16.0714761904762,0.0415759774961684,16.133,0.0971044539229866,0.0971044539229866,0.0217132159889794,1.60222348972928,16,16.5
"18",18,17.1394464285714,0.447756139784018,17.621,0.164061556769885,0.27021903467981,0.039778451183517,4.77708650594664,17,17.6785714285714
"39",19,0,0,0,0,0,0,0,0,0
"19",20,16.6442105263158,1.20575745304015,17.57,0.0898758023115805,0.179751604623161,0.0241150363933726,3.11254094321158,18,17.3157894736842
"20",21,12.5880115606936,1.47260725904786,15.674,0.174085267889669,0.684471621475288,0.0577397632316427,8.9396741544706,14,13.0606936416185
"21",22,12.7911005385996,2.42368846324197,17.623,1.21401215380708,5.40963815736434,0.414179731187007,71.9714965262988,15,13.3043087971275
"22",23,15.3949060150376,0.475511183331283,16.227,0.680190189680664,1.18255287879122,0.183629809699766,18.823040935346,15,15.9172932330827
"23",24,13.9236179775281,1.02296683927782,17.627,0.413050881860925,1.18585575760072,0.125011176935376,17.1105217459055,14,14.4288389513109
"40",25,0,0,0,0,0,0,0,0,0
"24",26,14.0305604395604,0.88281994148538,16.544,0.152963950775015,0.331421893345866,0.0401833484615767,4.83475344413887,14,14.5879120879121
"25",27,14.9741206896552,0.237215134985487,15.343,0.19738126201603,0.204430592802317,0.0440809436664081,3.16162485764962,15,15.4655172413793
"26",28,13.0317137254902,0.460512031449865,13.905,0.744636444875178,1.11695466731277,0.171908913492525,15.0920286518672,13,13.5117647058824
"27",29,11.9452357512953,0.916042668357207,14.055,0.754616561520512,2.08058566247798,0.246324960873537,25.9264690065261,11,12.4611398963731
"28",30,11.9399552238806,1.5628752065225,15.739,0.45364226009108,1.6518495340273,0.153195350033273,20.5741557633699,13,12.455223880597
"29",31,11.3282811501597,1.00146881753558,13.054,2.89037526389037,7.41547096391546,0.817067409000024,87.2206273279705,10,11.7619808306709
"30",32,11.7624748201439,0.995856899894587,12.8,3.13100702791899,4.06738296150224,0.701124322823154,50.1400050685905,12,12.3273381294964
"31",33,11.8131013071895,0.895536801853333,14.395,2.75035541706168,6.14312961767061,0.847743433717149,75.3236023709155,11,12.2614379084967
"32",34,12.1295634920635,0.845736671704052,14.452,1.20595552727556,3.10102849870859,0.358733264114011,39.4396680093692,12,12.718253968254
"33",35,10.8881980519481,2.33246353031656,15.731,2.40155179605166,6.43198220159922,0.665069741146579,73.132472954547,11,11.3701298701299
"34",36,10.4164713375796,2.37664177808696,16.03,5.35031847133758,8,1.19166367166254,87.515923566879,9,10.9394904458599
"35",37,10.8682317880795,2.3642169415602,17.128,2.77101074540649,5.77134651801903,0.67588004790842,65.6825098756007,9,11.3807947019868
"36",38,11.4414850746269,2.16126595144721,15.433,1.53403936131571,3.60633814765448,0.38465187906521,43.0069280593422,12,11.9253731343284
"37",39,9.82544267515924,2.10944490182322,17.132,3.15923566878981,8,0.904788105781363,83.0063694267516,8,10.3757961783439
"38",40,12.5828184713376,1.28692709099976,15.59,4.48407643312102,8,1.02529466595285,104.738853503185,13,13.0923566878981
