-20,1,0.001654326
-20,2,0.001085822
-20,3,0.000786203
-20,4,0.000639561
-20,5,8.95E-05
-20,6,0
-20,7,0
-20,8,0
-20,9,0.00224673
-20,10,0.011855671
-20,11,0.013978805
-20,12,0.00561297
-20,13,0.002605264
-20,14,0.00142378
-20,15,6.95E-05
-20,16,0
-20,17,0
-20,18,0.001456762
-20,19,0.006815934
-20,20,0.006211716
-20,21,0.001340719
-20,22,0.003653842
-20,23,0.005901123
-20,24,0.003324455
-20,25,0.000632333
-20,26,0
-20,27,0
-20,28,0
-20,29,7.95E-06
-20,30,2.89E-06
-20,31,0
-20,32,0
-19,1,0
-19,2,0
-19,3,0
-19,4,6.20E-06
-19,5,2.02E-05
-19,6,0
-19,7,0
-19,8,0
-19,9,0.001200905
-19,10,0.007885512
-19,11,0.007669339
-19,12,0.00217418
-19,13,0.006170709
-19,14,0.006747763
-19,15,0.000687253
-19,16,0
-19,17,0
-19,18,0.027889649
-19,19,0.183215047
-19,20,0.187687977
-19,21,0.059769375
-19,22,0.063799604
-19,23,0.06424273
-19,24,0.022866144
-19,25,0
-19,26,0
-19,27,0
-19,28,0.000103301
-19,29,7.82E-05
-19,30,9.46E-06
-19,31,0
-19,32,0
-19,1,0
-19,2,0
-19,3,0
-19,4,6.20E-06
-19,5,2.02E-05
-19,6,0
-19,7,0
-19,8,0
-19,9,0.001200905
-19,10,0.007885512
-19,11,0.007669339
-19,12,0.00217418
-19,13,0.006170709
-19,14,0.006747763
-19,15,0.000687253
-19,16,0
-19,17,0
-19,18,0.027889649
-19,19,0.183215047
-19,20,0.187687977
-19,21,0.059769375
-19,22,0.063799604
-19,23,0.06424273
-19,24,0.022866144
-19,25,0
-19,26,0
-19,27,0
-19,28,0.000103301
-19,29,7.82E-05
-19,30,9.46E-06
-19,31,0
-19,32,0
-18,1,0
-18,2,0
-18,3,0
-18,4,0.000895484
-18,5,0.005963025
-18,6,0.005940646
-18,7,0.000578226
-18,8,0
-18,9,0.000717545
-18,10,0.011317697
-18,11,0.019505621
-18,12,0.011083964
-18,13,0.000856759
-18,14,0
-18,15,0
-18,16,0
-18,17,0
-18,18,0.003209505
-18,19,0.034842024
-18,20,0.055293248
-18,21,0.075782328
-18,22,0.072040985
-18,23,0.022042015
-18,24,0
-18,25,0
-18,26,0
-18,27,0.000132736
-18,28,8.00E-05
-18,29,6.84E-06
-18,30,0
-18,31,0
-18,32,0
-18,1,0
-18,2,0
-18,3,0
-18,4,0.000895484
-18,5,0.005963025
-18,6,0.005940646
-18,7,0.000578226
-18,8,0
-18,9,0.000717545
-18,10,0.011317697
-18,11,0.019505621
-18,12,0.011083964
-18,13,0.000856759
-18,14,0
-18,15,0
-18,16,0
-18,17,0
-18,18,0.003209505
-18,19,0.034842024
-18,20,0.055293248
-18,21,0.075782328
-18,22,0.072040985
-18,23,0.022042015
-18,24,0
-18,25,0
-18,26,0
-18,27,0.000132736
-18,28,8.00E-05
-18,29,6.84E-06
-18,30,0
-18,31,0
-18,32,0
-17,1,0
-17,2,0
-17,3,0.000211407
-17,4,0.001340097
-17,5,0.0012606
-17,6,0.000605223
-17,7,0.002497879
-17,8,0.002472265
-17,9,0.000393201
-17,10,0.00080832
-17,11,0.002306629
-17,12,0.001772292
-17,13,0.000212081
-17,14,0
-17,15,0
-17,16,1.45E-05
-17,17,0
-17,18,0
-17,19,0
-17,20,0.003481533
-17,21,0.009655903
-17,22,0.007618812
-17,23,0.000940236
-17,24,0
-17,25,0
-17,26,0
-17,27,2.06E-05
-17,28,5.52E-06
-17,29,0
-17,30,0
-17,31,0
-17,32,4.32E-08
-17,1,0
-17,2,0
-17,3,0.000211407
-17,4,0.001340097
-17,5,0.0012606
-17,6,0.000605223
-17,7,0.002497879
-17,8,0.002472265
-17,9,0.000393201
-17,10,0.00080832
-17,11,0.002306629
-17,12,0.001772292
-17,13,0.000212081
-17,14,0
-17,15,0
-17,16,1.45E-05
-17,17,0
-17,18,0
-17,19,0
-17,20,0.003481533
-17,21,0.009655903
-17,22,0.007618812
-17,23,0.000940236
-17,24,0
-17,25,0
-17,26,0
-17,27,2.06E-05
-17,28,5.52E-06
-17,29,0
-17,30,0
-17,31,0
-17,32,4.32E-08
-16,1,0
-16,2,0
-16,3,0
-16,4,0.004670689
-16,5,0.028554182
-16,6,0.044888538
-16,7,0.035815125
-16,8,0.025253719
-16,9,0.022903417
-16,10,0.06003627
-16,11,0.077971069
-16,12,0.033395914
-16,13,0.004214257
-16,14,7.35E-05
-16,15,0
-16,16,0
-16,17,0
-16,18,0
-16,19,0.011327873
-16,20,0.038999725
-16,21,0.040139477
-16,22,0.01274722
-16,23,0
-16,24,0
-16,25,0
-16,26,7.18E-05
-16,27,4.56E-05
