-20,1,3.21E-05
-20,2,3.92E-05
-20,3,0
-20,4,0
-20,5,0
-20,6,0.003497487
-20,7,0.016636338
-20,8,0.015627778
-20,9,0.002239211
-20,10,0
-20,11,0
-20,12,0
-20,13,4.67E-05
-20,14,3.21E-05
-20,15,0
-20,16,0
-20,17,0
-20,18,0.0011171
-20,19,0.007744506
-20,20,0.008168929
-20,21,0.001646568
-20,22,0
-20,23,0
-20,24,0
-20,25,1.91E-05
-20,26,7.27E-06
-20,27,0
-20,28,0
-20,29,0
-20,30,2.78E-08
-20,31,2.48E-08
-20,32,1.02E-08
-20,1,3.21E-05
-20,2,3.92E-05
-20,3,0
-20,4,0
-20,5,0
-20,6,0.003497487
-20,7,0.016636338
-20,8,0.015627778
-20,9,0.002239211
-20,10,0
-20,11,0
-20,12,0
-20,13,4.67E-05
-20,14,3.21E-05
-20,15,0
-20,16,0
-20,17,0
-20,18,0.0011171
-20,19,0.007744506
-20,20,0.008168929
-20,21,0.001646568
-20,22,0
-20,23,0
-20,24,0
-20,25,1.91E-05
-20,26,7.27E-06
-20,27,0
-20,28,0
-20,29,0
-20,30,2.78E-08
-20,31,2.48E-08
-20,32,1.02E-08
-19,1,6.80E-06
-19,2,2.48E-05
-19,3,4.98E-05
-19,4,0
-19,5,0
-19,6,0.000996655
-19,7,0.013124343
-19,8,0.025229241
-19,9,0.016053752
-19,10,0.001501841
-19,11,0
-19,12,0
-19,13,4.84E-05
-19,14,0.000183888
-19,15,0
-19,16,0
-19,17,0
-19,18,0.007759235
-19,19,0.053265714
-19,20,0.055402559
-19,21,0.01042537
-19,22,0
-19,23,0
-19,24,0
-19,25,0.000132733
-19,26,4.77E-05
-19,27,0
-19,28,0
-19,29,0
-19,30,2.08E-07
-19,31,1.66E-07
-19,32,6.52E-08
-19,1,6.80E-06
-19,2,2.48E-05
-19,3,4.98E-05
-19,4,0
-19,5,0
-19,6,0.000996655
-19,7,0.013124343
-19,8,0.025229241
-19,9,0.016053752
-19,10,0.001501841
-19,11,0
-19,12,0
-19,13,4.84E-05
-19,14,0.000183888
-19,15,0
-19,16,0
-19,17,0
-19,18,0.007759235
-19,19,0.053265714
-19,20,0.055402559
-19,21,0.01042537
-19,22,0
-19,23,0
-19,24,0
-19,25,0.000132733
-19,26,4.77E-05
-19,27,0
-19,28,0
-19,29,0
-19,30,2.08E-07
-19,31,1.66E-07
-19,32,6.52E-08
-18,1,0
-18,2,1.01E-05
-18,3,0.000285266
-18,4,0.000614992
-18,5,0
-18,6,0
-18,7,0.010190839
-18,8,0.068843022
-18,9,0.06956021
-18,10,0.011092862
-18,11,0
-18,12,0
-18,13,0.000366998
-18,14,0.000344386
-18,15,0
-18,16,0
-18,17,0.012923771
-18,18,0.167551174
-18,19,0.293546634
-18,20,0.20670055
-18,21,0.133742044
-18,22,0.192285632
-18,23,0.139172181
-18,24,0.015613923
-18,25,0
-18,26,0
-18,27,0
-18,28,0.000383285
-18,29,9.76E-05
-18,30,0
-18,31,0
-18,32,0
-18,1,0
-18,2,1.01E-05
-18,3,0.000285266
-18,4,0.000614992
-18,5,0
-18,6,0
-18,7,0.010190839
-18,8,0.068843022
-18,9,0.06956021
-18,10,0.011092862
-18,11,0
-18,12,0
-18,13,0.000366998
-18,14,0.000344386
-18,15,0
-18,16,0
-18,17,0.012923771
-18,18,0.167551174
-18,19,0.293546634
-18,20,0.20670055
-18,21,0.133742044
-18,22,0.192285632
-18,23,0.139172181
-18,24,0.015613923
-18,25,0
-18,26,0
-18,27,0
-18,28,0.000383285
-18,29,9.76E-05
-18,30,0
-18,31,0
-18,32,0
-17,1,4.70E-07
-17,2,5.48E-06
-17,3,1.77E-05
-17,4,0
-17,5,0
-17,6,0
-17,7,0.001030031
-17,8,0.006879055
-17,9,0.006869953
-17,10,0.001058986
-17,11,0
-17,12,9.38E-05
-17,13,0.000221312
-17,14,0
-17,15,0
-17,16,0
-17,17,0.011689249
-17,18,0.078159026
-17,19,0.080519794
-17,20,0.027307506
-17,21,0.035300663
-17,22,0.075657131
-17,23,0.067952234
-17,24,0.016064796
-17,25,0
-17,26,0
-17,27,0
-17,28,0.000147431
-17,29,6.55E-05
-17,30,1.95E-06
-17,31,0
-17,32,0
-17,1,4.70E-07
-17,2,5.48E-06
-17,3,1.77E-05
-17,4,0
-17,5,0
-17,6,0
-17,7,0.001030031
-17,8,0.006879055
-17,9,0.006869953
-17,10,0.001058986
-17,11,0
-17,12,9.38E-05
-17,13,0.000221312
-17,14,0
-17,15,0
-17,16,0
-17,17,0.011689249
-17,18,0.078159026
-17,19,0.080519794
-17,20,0.027307506
-17,21,0.035300663
-17,22,0.075657131
-17,23,0.067952234
-17,24,0.016064796
-17,25,0
-17,26,0
-17,27,0
-17,28,0.000147431
-17,29,6.55E-05
-17,30,1.95E-06
-17,31,0
-17,32,0
-16,1,0
-16,2,6.69E-05
-16,3,0.000553522
-16,4,0.000722044
-16,5,0
-16,6,0
-16,7,0
-16,8,0.016353716
-16,9,0.099677783
-16,10,0.136979292
-16,11,0.111187686
-16,12,0.070156844
-16,13,0.011782215
-16,14,0.012800285
-16,15,0.097700995
-16,16,0.096537307
-16,17,0.02212502
-16,18,0.063013122
-16,19,0.106713896
-16,20,0.07568058
-16,21,0.111000331
-16,22,0.147041333
-16,23,0.068254819
-16,24,0.002492616
-16,25,0
-16,26,0
-16,27,0.000161513
-16,28,0.000212444
-16,29,3.70E-05
-16,30,0
-16,31,0
-16,32,0
-16,1,0
-16,2,6.69E-05
-16,3,0.000553522
-16,4,0.000722044
-16,5,0
-16,6,0
-16,7,0
-16,8,0.016353716
-16,9,0.099677783
-16,10,0.136979292
-16,11,0.111187686
-16,12,0.070156844
-16,13,0.011782215
-16,14,0.012800285
-16,15,0.097700995
-16,16,0.096537307
-16,17,0.02212502
-16,18,0.063013122
-16,19,0.106713896
-16,20,0.07568058
-16,21,0.111000331
-16,22,0.147041333
-16,23,0.068254819
-16,24,0.002492616
-16,25,0
-16,26,0
-16,27,0.000161513
-16,28,0.000212444
-16,29,3.70E-05
-16,30,0
-16,31,0
-16,32,0
-15,1,0
-15,2,0
-15,3,4.36E-05
-15,4,0.000133161
-15,5,0
-15,6,0
-15,7,0
-15,8,0.008805702
-15,9,0.053182408
-15,10,0.057699853
-15,11,0.028514868
