2.673,57,
2.645,55,
2.617,59,
2.673,58,
2.673,58,
2.617,55,
2.616,62,
2.673,58,
2.645,58,
2.673,57,
2.7,58,
2.673,58,
2.645,57,
2.671,62,
2.673,58,
2.673,60,
2.673,58,
2.673,57,
2.673,59,
2.7,59,
2.699,61,
2.645,59,
2.644,62,
2.673,59,
2.673,60,
2.673,63,
2.728,60,
2.729,65,
2.699,61,
2.671,62,
2.7,60,
2.673,60,
2.671,62,
2.671,61,
2.728,58,
2.673,59,
2.701,64,
2.7,59,
2.645,60,
2.673,58,
2.673,58,
2.671,62,
2.673,57,
2.673,59,
2.673,60,
2.671,62,
2.7,63,
2.671,62,
2.673,56,
2.673,56,
2.671,61,
2.728,60,
2.673,60,
2.644,62,
2.673,59,
2.671,62,
2.673,60,
2.671,61,
2.673,58,
2.673,56,
2.673,63,
2.673,58,
2.617,59,
2.673,57,
2.671,61,
2.673,60,
2.645,55,
2.673,59,
2.617,58,
2.673,60,
2.675,66,
2.616,61,
2.673,56,
2.673,57,
2.673,57,
2.674,65,
2.617,60,
2.673,60,
2.644,61,
2.673,58,
2.673,59,
2.673,57,
2.617,59,
2.645,57,
2.671,62,
2.645,58,
2.645,63,
2.645,57,
2.617,59,
2.645,60,
2.673,58,
2.645,56,
2.617,57,
2.617,54,
2.617,55,
2.617,55,
2.673,57,
2.617,56,
2.645,56,
2.617,55,
2.59,60,
2.617,57,
2.617,57,
2.617,57,
2.59,55,
2.617,57,
2.617,58,
2.562,59,
2.589,61,
2.59,57,
2.616,61,
2.617,59,
2.617,60,
2.617,60,
2.616,61,
2.59,58,
2.617,60,
2.562,57,
2.59,59,
2.617,56,
2.617,53,
2.562,60,
2.617,60,
2.59,59,
2.562,55,
2.59,59,
2.59,58,
2.59,59,
2.617,58,
2.59,59,
2.59,63,
2.617,60,
2.59,63,
2.644,62,
2.617,63,
2.619,65,
2.617,63,
2.593,68,
2.649,69,
2.622,69,
2.674,64,
2.648,67,
2.593,67,
2.676,67,
2.621,67,
2.62,66,
2.622,69,
2.649,69,
2.625,73,
2.621,68,
2.622,69,
2.622,69,
2.677,69,
2.68,73,
2.651,70,
2.622,69,
2.624,72,
2.651,70,
2.621,67,
2.622,69,
2.622,69,
2.621,67,
2.624,71,
2.621,68,
2.649,69,
2.621,68,
2.676,67,
2.646,65,
2.621,67,
2.674,64,
2.675,66,
2.62,66,
2.619,64,
2.645,60,
2.646,65,
2.619,64,
2.673,63,
2.617,60,
2.645,63,
2.617,63,
2.621,67,
2.619,65,
2.619,64,
2.617,63,
2.673,63,
2.646,65,
2.616,62,
2.646,65,
2.62,66,
2.619,64,
2.646,64,
2.673,63,
2.619,64,
2.616,62,
2.671,61,
2.646,65,
2.616,61,
2.671,62,
2.674,64,
2.621,67,
2.617,59,
2.59,63,
2.619,65,
2.647,66,
2.589,62,
2.616,62,
2.645,63,
2.619,65,
2.646,64,
2.616,62,
2.591,64,
2.644,61,
2.617,63,
2.673,63,
2.619,64,
2.62,66,
2.673,59,
2.616,62,
2.616,61,
2.646,64,
2.616,62,
2.674,64,
2.617,60,
2.616,61,
2.59,60,
2.645,63,
2.589,61,
2.619,64,
2.645,63,
2.616,61,
2.617,63,
2.59,63,
2.616,62,
2.617,60,
2.647,66,
2.619,65,
2.645,63,
2.648,67,
2.592,66,
2.621,67,
2.648,67,
2.591,65,
2.623,70,
2.616,62,
2.621,68,
2.566,67,
2.593,67,
2.616,62,
2.62,66,
2.621,67,
2.621,68,
2.565,66,
2.591,65,
2.594,69,
2.623,70,
2.568,70,
2.621,67,
2.619,65,
2.621,68,
2.62,66,
2.593,68,
2.593,67,
2.621,67,
2.621,67,
2.591,65,
2.624,72,
2.591,65,
2.57,73,
2.566,67,
2.619,64,
2.62,66,
2.619,65,
2.621,67,
2.621,68,
2.647,66,
2.616,61,
2.646,65,
2.617,63,
2.619,64,
2.671,62,
2.645,63,
2.673,63,
2.673,59,
2.647,66,
2.644,62,
2.671,61,
2.645,59,
2.645,58,
2.673,58,
2.671,61,
2.645,57,
2.673,57,
2.673,52,
2.673,51,
2.673,54,
2.645,52,
2.673,51,
2.673,48,
2.673,50,
2.673,49,
2.617,53,
2.617,53,
2.671,45,
2.617,48,
2.616,43,
2.562,47,
2.506,43,
2.535,46,
2.507,49,
2.507,48,
2.507,49,
2.48,48,
2.452,52,
2.425,53,
2.452,53,
2.507,52,
2.507,54,
2.48,50,
2.507,54,
2.507,55,
2.507,54,
2.507,58,
2.507,58,
2.48,60,
2.507,56,
2.562,55,
2.535,54,
2.535,55,
2.562,51,
2.535,54,
2.562,51,
2.617,54,
2.673,51,
2.645,52,
2.673,55,
2.728,59,
2.755,55,
2.783,55,
2.755,57,
2.809,62,
2.81,60,
2.809,61,
2.838,56,
2.838,54,
2.838,59,
2.783,56,
2.838,60,
2.838,51,
2.81,53,
2.783,57,
2.81,57,
2.865,56,
2.838,55,
2.81,60,
2.809,61,
2.837,61,
2.782,62,
2.782,62,
2.839,65,
2.838,59,
2.865,60,
2.866,64,
2.838,63,
2.728,63,
2.59,58,
2.342,60,
2.287,63,
2.452,63,
2.398,64,
2.566,67,
2.677,69,
2.81,63,
2.894,65,
2.893,59,
2.947,62,
2.948,60,
