site,plot,transect,notes,mean.height,transect.length,mode.el,height.2,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,max.vai,deep.gaps,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,rumple,clumping.index
MLBS,MLBS_069,MLBS_069W,MLBS_69W,7.454620492,40,5.6,3.187815381,12,3.519943181,19.581,14.184475,7.403504423,8.052060738,0,0.651190476,168.2218122,8.203343861,10.04624118,4.32138027,6.819585733,4.231397124,1.18895966,98.81104034,19.581,3.275,0.923046436
MLBS,MLBS_071,MLBS_071C,MLBS_71C,9.498561309,40,8.125,3.712257875,15,4.456385867,20.076,14.3932,6.872310606,8.884097035,0,0.629761905,113.6519563,7.085496226,7.965406425,3.262464368,8.973251442,4.515838177,3.136990912,96.86300909,20.076,2.875,0.910295332
MLBS,MLBS_071,MLBS_071W,MLBS_71W,8.089616882,50,6.46,3.407252863,16,4.587853529,18.581,13.74744,6.373392835,9.199017199,0,0.631,238.0025954,10.71197014,11.10208499,3.276662072,7.639609376,4.491775173,9.870533922,90.12946608,18.581,2.96,0.913442908
MLBS,MLBS_072,MLBS_072C,MLBS_72C,9.877574017,40,9.125,5.249868328,18,5.390674819,19.678,13.5386,4.361022246,8.024615385,6,0.679761905,57.46021256,5.445797702,5.272902422,6.369480387,10.5313942,4.40566766,27.7130115,72.2869885,19.678,2.575,0.913629141
MLBS,MLBS_072,MLBS_072E,MLBS_72E,13.14557137,40,11.7,5.958698667,22,7.177046746,23.148,18.4406,6.781887503,8.398671096,0,0.670833333,276.9428709,11.61590249,11.91694928,4.834942419,12.14383101,6.814792924,2.565240547,97.43475945,23.148,2.875,0.922506403
MLBS,MLBS_072,MLBS_072W,MLBS_72W,10.49939762,40,9.725,4.133578504,20,4.904016211,21.369,15.63735,6.479242137,8.151419558,0,0.703409091,121.247295,7.298610536,8.24485168,5.682446645,9.155211874,4.660899604,8.041494423,91.95850558,21.369,4.275,0.922860383
MLBS,MLBS_074,MLBS_074C,MLBS_74C,9.410344465,50,8.64,3.163037109,16,4.008790341,16.974,13.2752,6.932244116,8.023391813,0,0.695555556,71.13794139,6.248516189,5.665155499,3.175042773,8.461896781,4.437498572,4.454552018,95.54544798,16.974,2.4,0.952252932
MLBS,MLBS_074,MLBS_074E,MLBS_74E,9.869642516,40,8.5,3.774082508,18,5.220153254,21.85,16.380575,6.764056998,8.021680217,0,0.660869565,319.3455852,13.63480653,11.55152095,3.478803898,9.157667685,5.327362117,3.476611884,96.52338812,21.85,3.1,0.877289356
MLBS,MLBS_074,MLBS_074W,MLBS_74W,8.742638567,40,7.95,3.069475615,17,4.200892762,18.648,14.80795,7.343369901,8.252252252,0,0.61125,156.3844612,9.52706666,8.100584055,3.050099334,7.912544462,4.200102739,1.309437207,98.69056279,18.648,3.075,0.902897491
MLBS,MLBS_075,MLBS_075C,MLBS_75C,9.391421586,40,8.225,4.268448319,16,5.145325548,20.067,15.765025,7.331422932,8.047761194,0,0.667857143,249.3000769,10.30626007,11.9616504,4.476001246,8.455693305,5.123825339,1.855452925,98.14454708,20.067,3.75,0.925231792
MLBS,MLBS_075,MLBS_075E,MLBS_75E,10.22069797,40,8.875,2.910156204,18,4.22011552,19.709,15.89105,7.336818568,8.836236934,0,0.626190476,289.9269088,11.97368266,12.10610724,3.39115244,9.612885623,4.475226527,1.63048374,98.36951626,19.709,2.825,0.899699385
MLBS,MLBS_075,MLBS_075W,MLBS_75W,6.504222716,40,4.675,3.302728534,18,4.082814593,21.253,16.6955,7.533307651,8.02640264,0,0.685227273,578.9145844,16.07604945,17.90182165,4.036788975,5.966221263,5.135899704,1.248784865,98.75121513,21.253,3.875,0.776756516
MLBS,MLBS_076,MLBS_076C,MLBS_76C,9.251902384,40,8.075,4.055344546,17,4.885629437,20.382,13.5263,6.420553505,8.024539877,0,0.667857143,98.14158978,6.577893058,7.407625308,4.712693477,8.209075661,4.367623047,6.657160012,93.34283999,20.382,3.95,0.918649814
MLBS,MLBS_076,MLBS_076E,MLBS_76E,12.41035822,40,11.05,4.490707304,20,5.80925985,20.908,18.3546,6.358245347,9.372937294,0,0.6375,177.6467421,10.2160493,8.56032002,1.842078408,11.61587619,5.330405061,5.093814654,94.90618535,20.908,2.025,0.825143573
MLBS,MLBS_076,MLBS_076W,MLBS_76W,7.782393971,40,7.15,3.857886203,16,4.292726406,18.239,12.33395,7.261101924,8.137931034,0,0.689473684,23.48983214,3.46065266,3.3931866,4.041276213,7.248720703,4.18285735,3.823214559,96.17678544,18.239,3.475,0.938958071
OSBS,OSBS_025,OSBS_025,OSBS_25C,4.406106352,40,4.1,5.481478216,16,5.117616633,17.574,5.049225,1.726534127,8.673267327,23,0.917105263,3.510934375,0.68430828,1.74432123,6.366805795,9.557516243,2.685159202,69.63755199,30.36244801,17.574,2.875,0.956065586
OSBS,OSBS_025,OSBS_025C,OSBS_25E,9.246132075,40,8.975,6.494949485,18,6.322529162,18.935,10.2883,3.188025754,8.452173913,12,0.86375,3.745976956,0.832336824,1.747338653,7.199082435,12.41276806,2.443020737,48.22240595,51.77759405,18.935,2.575,0.911387493
OSBS,OSBS_025,OSBS_025W,OSBS_25W,3.045132993,40,2.875,4.081854537,10,3.809117352,10.78,3.1924,0.628589676,8.392156863,25,0.90625,0.463282235,0.261519886,0.628402407,4.315874994,7.456267423,1.583376515,86.55040872,13.44959128,10.78,2.5,0.958540357
OSBS,OSBS_026,OSBS_026C,OSBS_26C,4.298173604,40,3.925,5.065005081,14,4.692480687,14.705,5.11515,2.336782175,8.066945607,22,0.890625,3.56542305,0.798291216,1.711185023,5.866167572,8.675980101,2.647848499,62.45001052,37.54998948,14.705,2.75,0.960311249
OSBS,OSBS_026,OSBS_026E,OSBS_26E,4.971691595,40,4.575,5.061414509,14,4.800455708,14.245,5.8127,2.35066546,8.037037037,19,0.856666667,7.463982065,1.202582078,2.453116061,5.86336693,8.656139698,2.70988902,62.87916708,37.12083292,14.245,3,0.955468194
OSBS,OSBS_026,OSBS_026W,OSBS_26W,5.602242169,40,5.25,5.322602364,14,4.943429983,16.845,5.95005,2.017144795,8.331797235,17,0.905555556,0.439537041,0.325299121,0.577682892,5.932403041,9.512475882,3.069759708,63.3817986,36.6182014,16.845,2.225,0.972829015
OSBS,OSBS_027,OSBS_027C,OSBS_27C,8.211124742,40,8.075,6.612709387,18,6.581745589,18.799,8.5745,2.874481713,9.530434783,13,0.87875,3.738057068,0.848770408,1.737137261,7.154756241,12.70773656,3.774153325,49.56985735,50.43014265,18.799,2.875,0.935132649
OSBS,OSBS_027,OSBS_027E,OSBS_27E,2.953617595,40,2.775,4.476996098,11,4.186212489,16.584,3.729025,1.864726979,8.09375,27,0.920833333,1.793752774,0.57647109,1.208897786,5.756703626,8.219032958,2.476057091,73.8408159,26.1591841,16.584,2.5,0.974439976
OSBS,OSBS_027,OSBS_027W,OSBS_27W,4.321872781,40,4.075,5.806206972,15,5.492665564,14.977,4.5266,1.508785137,8.070175439,24,0.93125,0.45476339,0.243209908,0.62897721,5.931697495,10.49934898,3.649895753,73.35081703,26.64918297,14.977,2.175,0.983021172
OSBS,OSBS_028,OSBS_028C,OSBS_28C,3.5089849,40,3.375,4.042842379,10,3.851541899,10.124,3.5385,0.924167805,9.472803347,22,0.904545455,0.231569408,0.18372914,0.444761747,4.063605006,6.591332338,1.62443541,82.9636541,17.0363459,10.124,3,0.954588449
OSBS,OSBS_028,OSBS_028E,OSBS_28E,2.059177521,40,1.95,4.255757532,11,3.987166914,11.718,2.0395,0.387669904,8.016194332,32,0.969230769,0.000932236,0.008596848,0.029297281,4.221409365,10.67848812,0.464189614,93.60233918,6.397660819,11.718,1.75,0.941555628
OSBS,OSBS_029,OSBS_029C,OSBS_29C,5.55127767,40,5,3.333255097,10,3.130495168,11.138,6.081825,2.639639912,8.752136752,9,0.791666667,1.921461296,0.675968081,1.210177032,3.643745508,6.414041074,1.707444096,48.42160461,51.57839539,11.138,3,0.896260941
OSBS,OSBS_029,OSBS_029E,OSBS_29E,4.831760643,40,4.325,2.681834111,8,2.533648555,9.714,5.5902,3.7792481,8.074074074,7,0.731818182,1.151204078,0.62979081,0.868658513,2.950393596,4.953456794,1.887758024,37.6439514,62.3560486,9.714,3.4,0.890782528
OSBS,OSBS_029,OSBS_029W,OSBS_29W,5.537050954,40,5.175,3.249240054,10,3.192863135,13.029,6.616,3.862504976,8.644067797,8,0.776785714,3.601214727,0.942439464,1.647125552,3.912258617,6.4037747,2.246880564,36.17285227,63.82714773,13.029,2.725,0.905529328
OSBS,OSBS_030,OSBS_030C,OSBS_30C,5.689681847,40,5.275,4.438844685,16,4.375999886,16.07,6.97975,2.578406049,8.301886792,12,0.842647059,7.343180341,1.364312739,2.341331051,5.268910717,7.526049624,2.82363176,52.12510898,47.87489102,16.07,3.6,0.929927906
OSBS,OSBS_030,OSBS_030E,OSBS_30E,11.70280968,40,11.25,4.665997265,21,4.820529017,21.348,14.090175,4.37128301,10.63063063,4,0.811363636,27.81129994,3.079138217,4.281379191,5.814767821,12.12773741,3.141295374,30.29964222,69.70035778,21.348,5.1,0.902473101
OSBS,OSBS_031,OSBS_031C,OSBS_31C,7.304481084,40,6.85,5.567798526,19,5.516112762,19.451,8.249675,3.098369774,13.44,10,0.8575,6.857407803,1.231328694,2.311111735,5.917638924,9.263822802,4.307417744,45.95175543,54.04824457,19.451,3.175,0.946974835
OSBS,OSBS_031,OSBS_031E,OSBS_31E,2.897950772,40,2.525,4.181645509,11,3.754913448,13.023,3.53405,1.603330524,8.904347826,26,0.876785714,6.004824794,0.934743623,2.265188547,5.000697669,7.362227682,2.75270853,71.99220094,28.00779906,13.023,1.85,0.977637344
OSBS,OSBS_031,OSBS_031W,OSBS_31W,4.616405276,50,4.1,4.133501914,12,3.991240409,12.323,5.34032,2.644814288,8.096385542,20,0.870769231,15.0830762,1.476311801,3.592155296,4.584594333,6.362027876,2.711006977,57.80130467,42.19869533,12.323,2.46,0.956926949
OSBS,OSBS_032,OSBS_032C,OSBS_32C,6.341593605,40,5.8,4.688312939,12,4.249705872,17.034,7.3033,2.81136874,8.996108949,11,0.8625,7.435100441,1.43661253,2.317594632,5.744094681,8.672924289,3.278752259,54.25898043,45.74101957,17.034,3.2,0.958641505
OSBS,OSBS_032,OSBS_032E,OSBS_32E,4.486862163,40,4.25,4.797417429,15,4.667708217,15.215,4.763375,2.319726877,8.224299065,17,0.8828125,2.155906924,0.66258261,1.310301954,4.9424825,7.273619853,4.080550612,57.58241758,42.41758242,15.215,3.35,0.953550257
OSBS,OSBS_032,OSBS_032W,OSBS_32W,6.452175774,50,6.1,4.536146733,14,4.410215414,14.45,7.13882,3.764088529,8,9,0.833333333,1.873527875,0.715270097,1.167011809,4.491337248,5.835182179,2.812373395,42.76743179,57.23256821,14.45,3.06,0.931314936
OSBS,OSBS_033,OSBS_033C,OSBS_33C,8.670939055,40,8.225,4.827557535,15,4.660941429,16.897,10.175975,4.062082319,8.157480315,7,0.815277778,4.312952117,1.116861628,1.750877557,5.330784204,10.15728685,2.969543884,35.66082425,64.33917575,16.897,4,0.925376614
OSBS,OSBS_033,OSBS_033E,OSBS_33E,6.431912441,40,5.95,4.50396841,12,4.242346049,14.237,7.3776,2.822311104,8,12,0.828333333,3.392380231,1.031464452,1.525929656,5.095881775,8.495847125,2.08236423,49.52019998,50.47980002,14.237,3.3,0.909325136
OSBS,OSBS_033,OSBS_033W,OSBS_33W,7.542512769,60,7.4,4.732814563,17,4.641120554,18.632,8.836333333,5.185154436,8.033195021,10,0.835,5.519357825,1.326060521,1.939309495,5.350131808,9.459961844,3.959250841,39.28694454,60.71305546,18.632,2.95,0.955754489
OSBS,OSBS_034,OSBS_034C,OSBS_34C,6.274420598,40,5.275,5.242907956,15,4.722221405,20.863,8.081775,4.035577549,8.382608696,13,0.848863636,24.25629433,2.293931783,4.358230295,6.475391918,8.587737254,3.812262402,40.88589312,59.11410688,20.863,3.35,0.954340807
OSBS,OSBS_034,OSBS_034E,OSBS_34E,12.05055626,40,11.425,5.146589017,21,5.257791837,21.646,14.727325,5.801595499,8.053156146,2,0.813043478,12.96755357,2.188050361,2.860068038,5.315478676,11.93437655,4.468034655,18.59442343,81.40557657,21.646,4.075,0.944735716
OSBS,OSBS_034,OSBS_034W,OSBS_34W,6.596803871,40,6.35,5.738528854,17,5.610481263,17.884,7.418275,2.364892932,8.04494382,15,0.853947368,7.544132102,1.373369415,2.378652676,6.555361024,10.03381475,3.313990516,58.9994315,41.0005685,17.884,4.075,0.961286453
OSBS,OSBS_035,OSBS_035E,OSBS_35E,6.947508323,40,6.575,6.205366967,17,5.957715586,17.827,7.830575,2.913878856,9.063829787,15,0.886842105,1.72910971,0.678572662,1.126343133,7.031967296,11.13821758,3.663790341,55.84385227,44.15614773,17.827,2.825,0.946998442
OSBS,OSBS_035,OSBS_035W,OSBS_35W,5.299049848,40,5.3,6.61773626,18,6.531462317,17.52,5.370775,0.684956016,11.06440678,23,0.923684211,1.748399781,0.517341398,1.216863862,6.679598811,10.17384845,3.141260144,84.170936,15.829064,17.52,4.9,0.967223145
OSBS,OSBS_036,OSBS_036C,OSBS_36C,2.566781089,40,2.525,4.567730293,13,4.477652845,12.775,2.625875,0.330688378,1.908561548,30,0.948214286,0.152746965,0.15117676,0.360406093,4.692113248,9.281148734,1.387548751,86.76023882,13.23976118,12.775,1.75,0.959642284
OSBS,OSBS_036,OSBS_036E,OSBS_36E,7.123630929,40,6.875,5.208676619,14,4.980901023,14.676,7.5487,2.126688105,8.321428571,13,0.8671875,2.111510345,0.597142892,1.324737978,5.613846701,9.77311735,2.144315228,59.56095986,40.43904014,14.676,3.725,0.927697053
OSBS,OSBS_036,OSBS_036W,OSBS_36W,9.559140333,40,8.825,4.867214785,14,4.571036535,18.57,11.36055,4.609658375,8.098765432,7,0.84,9.629257282,1.666383327,2.617713485,5.97404923,11.31601256,2.102910834,33.60444765,66.39555235,18.57,3.9,0.863930397
OSBS,OSBS_037,OSBS_037C,OSBS_37C,7.319990238,30,7.266666667,7.193415231,17,7.108367526,17.942,7.877533333,1.772966982,8.349726776,14,0.866666667,9.232288405,1.302226973,2.74526744,7.701036929,11.55902587,2.905249801,69.82531034,30.17468966,17.942,4.033333333,0.935099798
OSBS,OSBS_037,OSBS_037C,OSBS_37C,7.319990238,30,7.266666667,7.193415231,17,7.108367526,17.942,7.877533333,1.772966982,8.349726776,14,0.866666667,9.232288405,1.302226973,2.74526744,7.701036929,11.55902587,2.905249801,69.82531034,30.17468966,17.942,4.033333333,0.935099798
OSBS,OSBS_037,OSBS_037E,OSBS_37E,5.191753632,40,5.15,7.010901685,17,6.894019147,19.309,5.377,1.082633994,8.063492063,25,0.9475,0.773660844,0.323233148,0.818034948,7.331694232,13.11335313,1.818332921,83.28681887,16.71318113,19.309,2.55,0.943885032
OSBS,OSBS_037,OSBS_037W,OSBS_37W,4.58835005,40,4.375,6.172597512,16,5.846740545,16.327,4.996675,0.919415096,8.710801394,25,0.922058824,1.033207837,0.355987998,0.952092633,6.757171656,11.54836904,2.066760505,82.72587627,17.27412373,16.327,4.05,0.954957181
OSBS,OSBS_038,OSBS_038C,OSBS_38C,7.134715304,40,6.675,4.116992735,12,3.901201738,12.801,8.03865,3.477800542,8.034782609,9,0.783928571,1.037802718,0.69984051,0.740287768,4.592229974,8.503093621,1.742415735,42.03728778,57.96271222,12.801,3.5,0.834867955
OSBS,OSBS_038,OSBS_038E,OSBS_38E,5.279232151,40,5.025,4.420477982,12,4.227809717,13.87,5.786025,1.726605461,8.974789916,15,0.856666667,1.200823702,0.592295867,0.921959494,4.929578858,7.506737216,2.276932968,63.54301665,36.45698335,13.87,3.15,0.938272712
OSBS,OSBS_038,OSBS_038W,OSBS_38W,5.099608217,40,4.775,4.846910197,15,4.596126086,15.759,5.856,2.261881788,8.109090909,17,0.866176471,0.888475452,0.542584771,0.770764048,5.557008802,8.535107198,2.956062289,57.42585094,42.57414906,15.759,2.875,0.925444212
OSBS,OSBS_039,OSBS_039C,OSBS_39C,3.750027202,40,3.575,4.51100802,11,4.294691491,13.285,4.28865,1.777337452,15.46428571,23,0.905357143,1.080788814,0.403969761,0.957912964,5.186092351,8.142069807,1.789381218,71.04450861,28.95549139,13.285,2.725,0.9272309
OSBS,OSBS_039,OSBS_039E,OSBS_39E,1.935771076,40,1.725,3.184592993,10,2.872172523,11.09,2.1521,1.252174108,8.260162602,27,0.929166667,0.15164155,0.143543778,0.361989964,3.577757941,5.697306594,2.454265328,78.61727875,21.38272125,11.09,2.2,0.98285595
OSBS,OSBS_039,OSBS_039W,OSBS_39W,3.397027624,40,3.15,4.452005641,12,4.144574767,12.296,3.8325,2.252480228,8.182648402,24,0.9,0.634412762,0.342916169,0.718902819,4.989388699,7.926025,2.055422237,66.84025933,33.15974067,12.296,2.4,0.962507776
OSBS,OSBS_040,OSBS_040C,OSBS_40C,9.96661487,40,9.125,4.390624988,18,4.506592393,21.052,13.30445,5.4025334,8.817777778,1,0.760227273,45.54598061,4.531404193,5.001235513,4.882946415,9.901170141,4.608498573,15.68777293,84.31222707,21.052,3.05,0.951893406
OSBS,OSBS_040,OSBS_040E,OSBS_40E,5.371345122,40,4.85,5.460290572,17,5.336431392,17.656,6.429125,2.588345087,8.433212996,15,0.889473684,76.40564275,2.986513127,8.215009561,6.568803525,8.366830307,5.006870388,57.52621838,42.47378162,17.656,3.4,0.976137211
OSBS,OSBS_040,OSBS_040W,OSBS_40W,8.454115746,40,8.025,4.800519169,15,4.703655493,16.266,9.331125,3.443287845,8.064516129,8,0.813235294,5.069121663,1.062905076,1.984780709,5.381745362,10.04670563,2.605796701,41.09716893,58.90283107,16.266,3.875,0.912141711
OSBS,OSBS_041,OSBS_041C,OSBS_41C,5.56878567,40,5.45,7.064408907,16,6.826236152,16.425,5.5438,0.751441575,10.44444444,24,0.944117647,0.359910482,0.212092622,0.56118375,7.023543799,12.99320301,2.606507954,84.17545808,15.82454192,16.425,3.875,0.96931142
OSBS,OSBS_041,OSBS_041E,OSBS_41E,8.007943802,40,7.775,7.790415817,20,7.548137187,21.898,8.63395,1.698577625,8.026666667,18,0.911956522,3.598604419,0.827077858,1.707204333,8.637411818,14.25321748,3.4158466,75.90348468,24.09651532,21.898,3.475,0.954987989
OSBS,OSBS_041,OSBS_041W,OSBS_41W,1.603556051,40,1.55,3.321142762,11,3.201171661,10.789,1.5843,0.169236476,1.937107958,32,0.954166667,0.058728627,0.065620512,0.233286466,3.290594352,7.124202299,1.396436718,93.69816378,6.301836225,10.789,2.7,0.97811296
OSBS,OSBS_042,OSBS_042C,OSBS_42C,6.981928412,40,6.675,5.399580682,14,5.245891249,16.996,7.965225,2.18390789,10.18181818,14,0.843055556,4.29048806,1.120077847,1.74238735,6.234496128,10.43152662,2.398586357,58.90912691,41.09087309,16.996,3.1,0.916095743
OSBS,OSBS_042,OSBS_042E,OSBS_42E,10.0579497,40,9.5,4.684081342,16,4.695742753,17.97,12.332425,4.655065848,8.034782609,6,0.727631579,17.944412,2.373123882,3.508945004,5.648263068,11.32054032,2.616117425,27.85004609,72.14995391,17.97,2.55,0.82609169
OSBS,OSBS_042,OSBS_042W,OSBS_42W,7.156917862,40,6.85,5.5808584,17,5.516112762,19.629,8.26845,1.906219451,8.221453287,13,0.861904762,8.193686391,1.337455529,2.530790212,6.731998674,10.61009335,3.198356941,60.23138833,39.76861167,19.629,2.975,0.944885553
OSBS,OSBS_043,OSBS_043C,OSBS_43C,5.299416721,40,4.975,4.575974886,12,4.355958563,13.276,5.83515,2.563477279,8.031620553,15,0.8625,1.352141782,0.59539378,0.998823322,5.127238186,8.20860965,2.287411827,55.29544061,44.70455939,13.276,3.25,0.933958183
OSBS,OSBS_043,OSBS_043E,OSBS_43E,3.912970704,40,3.65,4.345176062,11,4.138538389,12.797,4.5454,2.348070779,9.15625,21,0.8625,2.51931057,0.713990369,1.41757833,4.9847611,7.456223017,2.4097368,64.67077981,35.32922019,12.797,3.15,0.946108716
OSBS,OSBS_043,OSBS_043W,OSBS_43W,3.653108612,40,3.275,3.901591183,11,3.542509704,10.73,3.84645,1.874934206,9.842931937,20,0.883333333,0.883458532,0.381577315,0.858986196,4.111177802,6.478572317,2.002783298,68.24935065,31.75064935,10.73,2.85,0.957093288
OSBS,OSBS_044,OSBS_044C,OSBS_44C,7.007417587,40,6.6,6.353857585,17,6.208059278,17.17,7.4354,2.217400252,11.34545455,15,0.909722222,12.54828468,0.881221112,3.43099607,6.509309865,10.03131862,4.04432838,60.99890558,39.00109442,17.17,2.9,0.974853343
OSBS,OSBS_044,OSBS_044E,OSBS_44E,6.325380503,40,5.7,3.616896405,12,3.479942528,13.778,7.7503,3.809850844,8.28959276,6,0.773333333,3.24966677,1.124537872,1.408929148,4.25932477,6.500989294,2.512493725,38.34383438,61.65616562,13.778,2.95,0.920132098
OSBS,OSBS_044,OSBS_044W,OSBS_44W,10.92858286,40,10.275,6.076110937,18,5.770561065,20.273,12.647275,4.958049757,11.15057915,7,0.830952381,3.659237951,1.171436706,1.512274444,6.757535634,12.58703543,3.781902784,28.1338406,71.8661594,20.273,3.175,0.94115524
OSBS,OSBS_0D1,OSBS_0D1A,OSBS_D1A,7.715579569,40,7.3,5.170855895,14,4.9,15.581,8.692375,3.338099256,9.945945946,10,0.826470588,2.480115679,0.920532816,1.277785198,5.926399675,10.30277112,2.600881857,46.21397167,53.78602833,15.581,3.025,0.912844964
OSBS,OSBS_0D1,OSBS_0D1B,OSBS_D1B,6.803432169,40,6.3,5.576816758,15,5.376802024,17.537,8.2922,3.751556557,15.625,14,0.855263158,48.96714321,2.777503954,6.422819863,6.877585329,10.49929284,3.131957747,47.23828269,52.76171731,17.537,3.375,0.937365243
OSBS,OSBS_0D1,OSBS_0D1C,OSBS_D1C,9.36217583,40,9.05,5.246385449,16,5.224700948,17.765,10.91005,3.609280397,8.066945607,7,0.803947368,26.27881479,2.334232133,4.56400867,5.84095926,10.76994622,3.376001807,36.9632217,63.0367783,17.765,4.05,0.89310476
OSBS,OSBS_0D1,OSBS_0D1D,OSBS_D1D,7.777119887,40,7.2,4.822006754,13,4.594562003,16.565,9.704975,3.76636251,8.148837209,8,0.793055556,18.98312121,2.44978347,3.603010153,5.698353845,9.20446434,3.391215532,35.5952642,64.4047358,16.565,3,0.923836706
OSBS,OSBS_0D4,OSBS_0D4A,OSBS_D4A,4.452016724,40,3.95,5.143315332,16,4.903825038,15.929,5.4015,2.075353026,8.571428571,19,0.873529412,6.428106849,1.236815989,2.213231361,5.756128529,7.617079939,3.993892076,65.97724922,34.02275078,15.929,2.775,0.950614876
OSBS,OSBS_0D4,OSBS_0D4B,OSBS_D4B,6.084402287,40,5.65,4.438020497,12,4.281062952,14.433,7.6578,3.561657762,8.035714286,12,0.773333333,10.67112785,1.830999912,2.705285044,5.331600535,8.077597965,2.829791037,41.46817248,58.53182752,14.433,2.675,0.934102201
OSBS,OSBS_0D4,OSBS_0D4C,OSBS_D4C,7.991508327,40,7.725,6.79012884,17,6.553577267,17.761,8.4943,2.122455347,8.036036036,15,0.886842105,5.279613717,0.940253803,2.096553482,7.323469271,12.724395,3.139159559,60.40668583,39.59331417,17.761,3.15,0.951746716
OSBS,OSBS_0D4,OSBS_0D4D,OSBS_D4D,3.060141533,40,2.725,3.699644054,10,3.368883346,12.388,3.759175,1.824277654,12.21256039,23,0.863461538,2.606099648,0.638581035,1.482671208,4.608496,6.531240461,1.84629842,71.577655,28.422345,12.388,2.35,0.950752105
OSBS,OSBS_0D5,OSBS_0D5A,OSBS_D5A,7.765204213,40,7.275,6.826074633,17,6.344239513,20.558,8.7396,2.656553605,8.554744526,16,0.897727273,3.630505596,0.893306301,1.683006075,7.885471128,12.4963695,3.006638903,57.28271728,42.71728272,20.558,4.35,0.948064412
OSBS,OSBS_0D5,OSBS_0D5B,OSBS_D5B,3.102202858,40,2.9,5.001197212,13,4.641120554,14.518,3.25045,0.995963931,8.033057851,28,0.940625,0.627882575,0.195095452,0.767997617,5.318665039,9.990597181,2.754660646,82.77884518,17.22115482,14.518,2.65,0.963995996
OSBS,OSBS_0D5,OSBS_0D5C,OSBS_D5C,7.268919426,40,7.025,5.700089585,18,5.610202759,18.869,8.5522,3.502137216,8.303797468,13,0.86,18.24145874,2.015591439,3.765481362,6.758648322,10.17616828,3.603667437,44.39834025,55.60165975,18.869,3.675,0.946057809
OSBS,OSBS_0D5,OSBS_0D5D,OSBS_D5D,7.011296452,40,6.65,5.394984072,13,5.237127075,15.175,7.835775,2.66573691,8.472440945,13,0.8328125,2.917699923,0.874150658,1.467501465,6.082732662,10.45973362,1.96772476,55.08604012,44.91395988,15.175,3.075,0.888762408
OSBS,OSBS_0D8,OSBS_0D8A,OSBS_D8A,3.978409989,40,3.775,4.542330681,12,4.338706605,11.69,4.341475,1.709636032,8.13559322,21,0.876923077,3.951765015,0.740529131,1.844825634,4.808429095,7.154848315,2.696830937,68.40346664,31.59653336,11.69,3.7,0.970680975
OSBS,OSBS_0D8,OSBS_0D8B,OSBS_D8B,10.12758807,40,9.275,4.262308232,15,4.609704437,16.464,12.1589,5.010866437,9.178571429,5,0.738235294,154.1680698,5.143602953,11.30094768,5.034817654,10.95891587,3.14362878,22.12145914,77.87854086,16.464,3.15,0.811357164
OSBS,OSBS_0D8,OSBS_0D8C,OSBS_D8C,8.276759177,40,8.1,6.678260322,16,6.479969136,18.003,9.057575,2.972844539,8.109090909,15,0.864473684,6.766504769,0.964531049,2.415819659,7.383016227,12.95658271,2.326844472,54.76067936,45.23932064,18.003,3,0.917546927
OSBS,OSBS_0D8,OSBS_0D8D,OSBS_D8D,7.95513204,30,7.433333333,5.3962889,14,5.031125344,14.925,8.8322,3.0501716,8.035555556,9,0.829166667,1.643975153,0.758631855,1.033659935,5.998566377,10.57918379,1.695990086,49.09090909,50.90909091,14.925,3.3,0.807994111
OSBS,OSBS_030,OSBS_030W,OSBS_30W,3.799315469,40,3.6,3.695287432,10,3.555277767,10.78,4.25925,1.991576629,8.070484581,18,0.825,1.223582614,0.573968834,0.945591028,4.179363402,6.34908468,1.824408736,65.49659302,34.50340698,10.78,2.15,0.92785626
RICE,RICE_C1,RICE_C1E,RICE_C1E,8.724203659,30,6.166666667,5.020201366,22,4.872257063,27.04,16.88996667,7.171367861,8.03047619,0,0.73452381,654.9414685,15.78405162,20.1446068,6.109227371,7.819987116,6.26772346,2.169326481,97.83067352,27.04,5.4,0.946037254
RICE,RICE_C1,RICE_C1W,RICE_C1W,12.61637999,30,10.9,6.38452573,20,7.17565328,25.684,19.1584,7.055845865,8.130841121,0,0.725925926,568.0872054,14.00113374,19.28873919,6.875212271,11.57071928,7.236937057,2.915829716,97.08417028,25.684,5.433333333,0.922074381
SCBI,SCBI_046,SCBI_046C,SCBI_46C,11.8519128,40,9.525,4.72838477,23,5.647953169,26.668,19.487125,7.767689584,9.901639344,0,0.715178571,805.0687663,20.73711301,19.365973,5.491654504,10.41345236,6.239088483,0.622556826,99.37744317,26.668,5.125,0.929504014
SCBI,SCBI_046,SCBI_046E,SCBI_46E,12.37854933,40,11.375,6.579139715,29,7.63442041,29.083,18.68255,6.284380003,8.518703242,0,0.74,304.7758312,12.54186019,12.14403451,7.328536164,11.06621492,6.563443949,6.956464726,93.04353527,29.083,6.025,0.961321118
SCBI,SCBI_047,SCBI_047C,SCBI_47C,11.67540768,40,9,5.520505585,24,6.822756041,30.861,21.4145,7.10463019,8.172043011,0,0.7484375,1083.05631,22.75045171,23.77968161,7.305222965,10.88921454,7.262721344,2.872754367,97.12724563,30.861,5.725,0.936748065
