site,plot,transect,notes,mean.height,transect.length,mode.el,height.2,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,max.vai,deep.gaps,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,rumple,clumping.index
SCBI,SCBI_047,SCBI_047W,SCBI_47W,10.14036033,40,8.775,6.368144257,26,8.400855611,32.796,21.17325,6.506803884,8.077220077,0,0.789705882,2579.299652,39.9007367,31.42023016,8.473588202,8.698709129,8.403002368,4.168514412,95.83148559,32.796,6.2,0.81879998
SCBI,SCBI_049,SCBI_049C,SCBI_49C,10.36352256,40,8.65,5.897208576,25,6.38572627,27.39,19.140675,7.086794334,8.167164179,0,0.758928571,487.2467787,14.23257229,16.87248247,6.612495636,9.470263334,6.784748856,2.744310576,97.25568942,27.39,6.025,0.950969399
SCBI,SCBI_049,SCBI_049E,SCBI_49E,11.92095483,40,10.05,6.056545327,25,6.599052962,28.195,22.792475,7.020393483,8.142857143,0,0.744827586,457.2162134,16.15665475,14.00638143,4.648822597,11.18192738,7.187313981,2.882156207,97.11784379,28.195,4.875,0.967872181
SCBI,SCBI_049,SCBI_049W,SCBI_49W,10.35453101,40,9.125,5.095424916,24,5.348773224,30.888,18.307625,6.613654715,8.269058296,0,0.7703125,385.643121,13.04016813,14.68322635,7.823590033,9.395776439,6.020086814,9.155604215,90.84439578,30.888,4.35,0.91776906
SCBI,SCBI_055,SCBI_055E,SCBI_55E,9.062982249,40,7.05,3.533307009,17,3.563355161,28.121,18.410075,7.532274363,8.022727273,0,0.699137931,244.976166,11.82949306,10.24886627,6.395693376,8.365689533,4.810129175,1.132708712,98.86729129,28.121,4.85,0.917884367
SCBI,SCBI_055,SCBI_055W,SCBI_55W,8.673934462,40,7.175,5.970662055,31,5.911376743,31.808,14.337825,6.302679848,8.04359673,3,0.811363636,177.2219595,7.659465466,10.88827572,8.58292263,9.108118946,6.256569057,13.15649867,86.84350133,31.808,4.775,0.941018858
SCBI,SCBI_063,SCBI_063W,SCBI_63W,12.20229144,40,9.975,6.361080709,31,7.935639546,34.613,23.3197,6.700922461,8.408888889,0,0.746527778,2385.083107,33.86237728,35.19122778,6.660174739,11.3616071,8.235827015,5.184534271,94.81546573,34.613,4.625,0.915213784
SCBI,SCBI_066,SCBI_066C,SCBI_66C,11.61962334,40,10.075,5.20429243,23,6.076131582,28.852,21.14815,7.226209773,8.128686327,0,0.683333333,696.1305453,17.91554722,19.36914332,5.80425214,10.9835036,6.58204403,2.087003659,97.91299634,28.852,5.75,0.942724532
SCBI,SCBI_066,SCBI_066E,SCBI_66E,12.03659922,40,11.325,4.918919137,20,5.100919035,26.289,17.593025,7.002736297,8.341880342,0,0.719444444,155.9975783,8.790705492,8.872489802,5.616403523,11.64820915,5.721479065,5.048437713,94.95156229,26.289,2.85,0.9429881
SCBI,SCBI_066,SCBI_066W,SCBI_66W,9.611255859,40,7.875,5.084989726,26,7.450461395,29.016,18.60585,5.914282502,8.020997375,0,0.7775,2013.043187,28.0490966,35.01844324,6.327857176,8.158051023,6.341423017,11.06970627,88.93029373,29.016,5.475,0.95371172
SERC,SERC_043,SERC_043C,SERC_43C,4.401082967,40,3.325,2.244132054,13,1.849155213,35.705,10.9318,7.241384122,8.195555556,1,0.852027027,734.5970126,9.362254994,25.43511734,9.277850744,3.901827489,3.611455221,6.665074056,93.33492594,35.705,7.9,0.536911183
SERC,SERC_043,SERC_043E,SERC_43E,4.955091096,40,4.3,1.597096476,10,2.147091055,20.959,8.946875,7.880146664,8.269430052,0,0.738636364,17.1151586,2.448136857,3.334933962,3.72476421,4.44775356,2.210119149,0.305596231,99.69440377,20.959,3.325,0.75854182
SERC,SERC_043,SERC_043W,SERC_43W,3.672981188,40,2.95,0.872764029,5,0.947364766,33.211,9.174225,7.708887426,8.086175943,0,0.855882353,133.020302,3.730834717,10.91334845,8.816304655,3.170776527,2.191716579,0.601338632,99.39866137,33.211,7.325,0.454457882
SERC,SERC_047,SERC_047C,SERC_47C,9.641348349,40,7.7,7.24851896,31,7.746612163,37.399,20.51825,7.479399495,8.135977337,0,0.803947368,1320.224025,22.38459463,28.6208656,10.43137575,9.014147411,8.40195129,1.198808637,98.80119136,37.399,6.625,0.908170768
SERC,SERC_047,SERC_047E,SERC_47E,6.689798123,40,5.25,4.458899508,31,5.028667816,33.7,15.373725,7.451622534,8.019559902,0,0.817857143,1518.593458,20.32336878,33.24987428,9.788988484,5.85334095,5.802031626,1.178379904,98.8216201,33.7,8.925,0.845741006
SERC,SERC_047,SERC_047W,SERC_47W,10.32304052,40,9.6,5.883565598,23,7.172168431,35.831,20.83675,7.648273534,8.963855422,0,0.77027027,766.6328518,17.33020079,21.593911,8.532234828,10.13281068,7.361452895,0.660268191,99.33973181,35.831,6.1,0.943600648
SERC,SERC_048,SERC_048C,SERC_48C,9.257278268,40,7.575,5.380934404,27,7.327644574,35.252,21.752025,7.050584468,8.116666667,0,0.770138889,3336.118225,37.5702083,43.87023676,9.815580753,8.296032903,7.930389616,2.888290207,97.11170979,35.252,7.325,0.906306629
SERC,SERC_048,SERC_048E,SERC_48E,5.992712765,40,4.95,4.060196855,34,5.536018425,34.677,15.824325,7.079894206,8.533333333,0,0.814583333,807.3261494,15.08451393,24.07869575,8.86859802,5.002939518,4.704438969,4.736656062,95.26334394,34.677,6.375,0.812136511
SERC,SERC_048,SERC_048W,SERC_48W,5.627855465,50,4.68,2.700247714,15,3.042630441,31.666,13.97382,7.527347069,8.054421769,0,0.815757576,399.5650869,10.8691972,16.77574556,8.842327812,5.11606575,4.256355719,1.140735439,98.85926456,31.666,6.76,0.815794764
SERC,SERC_049,SERC_049C,SERC_49C,5.970131727,40,4.525,4.301301142,33,4.949684333,33.178,12.5605,7.476054866,8.037383178,0,0.829411765,1121.081151,13.34888104,30.70648997,7.128156121,4.673837383,3.42185278,1.296512382,98.70348762,33.178,4.75,0.776699989
SERC,SERC_049,SERC_049W,SERC_49W,12.57726759,40,11.575,8.503666092,33,9.653723375,32.677,20.79435,6.690973606,8.018823529,0,0.7875,1543.662676,19.36171966,34.18751947,9.179168351,10.58951972,8.169841478,7.146923028,92.85307697,32.677,6.2,0.927242462
SERC,SERC_052,SERC_052C,SERC_52C,4.834670166,40,4.025,1.130036093,7,1.557040462,29.103,10.616475,7.801151342,8.038369305,0,0.809166667,35.82530816,3.772988432,4.646489692,6.309944427,4.298768802,2.230281607,0.326999013,99.67300099,29.103,5.925,0.667768706
SERC,SERC_052,SERC_052E,SERC_52E,4.077713702,40,3.675,1.978036139,16,2.840664535,31.71,10.783475,7.893205676,8.016985138,0,0.827272727,45.61584942,3.483246524,5.786436129,7.030401506,3.402234116,2.32832886,0.180732789,99.81926721,31.71,7.95,0.650772185
SERC,SERC_053,SERC_053W,SERC_53W,7.902871408,40,5.95,5.208722922,25,5.291266389,34.703,19.624675,7.686875356,10.58585859,0,0.775694444,1654.561755,23.60251153,33.12828405,10.84165187,7.10164635,6.767852823,0.626998558,99.37300144,34.703,8.125,0.891461118
SERC,SERC_054,SERC_054C,SERC_54C,11.140617,40,9.925,7.098287585,40,8.262528366,40.957,20.91295,7.765116799,8.185089974,0,0.786904762,1113.753321,17.27604217,28.55331308,8.744700408,10.11891284,7.198362799,0.360801495,99.63919851,40.957,7.275,0.913042392
SERC,SERC_054,SERC_054E,SERC_54E,7.726903053,40,6.175,5.02323784,17,4.758610617,30.048,17.627125,7.648759272,8.455284553,0,0.746774194,401.9207972,13.0027395,15.25940899,9.309426458,7.106915657,6.074509268,0.822655795,99.17734421,30.048,5.6,0.934939746
SERC,SERC_054,SERC_054W,SERC_54W,7.125538435,40,6.075,4.330648032,24,5.006932694,35.362,15.5811,7.713274223,8.12012012,0,0.785416667,287.4015511,9.819780691,13.81931468,8.474383084,6.695051113,5.322089831,0.668420678,99.33157932,35.362,6.35,0.856857394
SERC,SERC_055,SERC_055C,SERC_55C,5.243804619,40,4.175,1.604443015,13,2.344008319,24.486,11.7588,7.595348503,8.068767908,0,0.721,59.29492465,5.249628796,5.633499992,4.342726163,4.611604986,2.679286,1.484351714,98.51564829,24.486,4.65,0.751956436
SERC,SERC_055,SERC_055E,SERC_55E,4.758995508,40,3.95,1.221371185,8,1.321930407,14.425,8.393025,7.814199273,9.234782609,0,0.545,9.101871774,2.257461458,2.00143437,2.801208773,4.195732918,1.924604503,0.315246465,99.68475353,14.425,2.975,0.692180891
SERC,SERC_055,SERC_055W,SERC_55W,5.951134423,40,5.05,3.929551293,22,4.576843891,22.674,11.3434,7.713802846,8.020151134,0,0.734375,70.91284186,5.240428175,6.591718623,6.17167148,5.196879253,4.269771357,0.404232553,99.59576745,22.674,3.65,0.8435414
SERC,SERC_056,SERC_056C,SERC_56C,8.91894375,40,7.325,4.617636963,29,5.302770502,35.099,18.79425,7.587858391,8.021857923,0,0.778472222,1159.815507,21.03131541,26.78617702,8.925814147,8.107862886,6.303872967,0.750858124,99.24914188,35.099,8.325,0.926477892
SERC,SERC_056,SERC_056E,SERC_56E,9.841223466,40,8.875,6.231992005,31,7.467220032,35.233,19.83695,7.676282395,8.020887728,0,0.76875,1790.290528,23.00633976,35.51054574,9.154513257,8.972397431,7.25091103,0.506418561,99.49358144,35.233,7.25,0.92627904
SERC,SERC_056,SERC_056W,SERC_56W,9.963609951,40,7.375,7.054875414,27,6.695847594,33.47,21.398125,6.980441931,8.122137405,0,0.746323529,3134.170692,33.020782,45.20839135,11.75111961,9.449960697,9.042209328,2.319085358,97.68091464,33.47,8.55,0.945083275
SERC,SERC_057,SERC_057C,SERC_57C,6.008303776,40,4.6,2.731576795,13,2.567099531,25.856,14.310175,7.688854903,8.565310493,0,0.760185185,97.64501846,6.501745278,7.441258415,6.372113146,5.429319251,3.681481573,0.92811647,99.07188353,25.856,5.175,0.901573947
SERC,SERC_057,SERC_057E,SERC_57E,7.384941782,40,7.1,3.855294656,15,4.471017781,27.666,13.039525,6.342755455,8.014897579,1,0.779310345,228.1430012,7.182030146,13.28764254,7.183658324,6.137894994,3.955124508,11.11050744,88.88949256,27.666,5.175,0.873592719
SERC,SERC_057,SERC_057W,SERC_57W,10.09018753,40,8.75,4.918515251,22,5.629165125,30.207,22.047075,7.446568295,8.04,0,0.733064516,1262.374396,25.38551488,24.85860073,7.628827249,9.601117936,6.987565793,1.764316252,98.23568375,30.207,5.825,0.965462357
SERC,SERC_058,SERC_058C,SERC_58C,4.817885581,40,3.975,1.270218142,8,1.604485899,32.71,10.5851,7.565839201,8.050955414,0,0.805147059,15.1615756,2.773552254,2.732944108,6.886942233,4.280996402,2.03655168,1.761310085,98.23868992,32.71,5.35,0.533503487
SERC,SERC_058,SERC_058E,SERC_58E,6.505609408,40,5.25,2.360874143,13,2.781636209,24.595,11.528,7.670363777,8.040609137,0,0.698076923,50.79241176,5.237584276,4.833231084,4.454744184,5.872826365,3.221039518,0.858369099,99.1416309,24.595,4.55,0.678996517
SERC,SERC_058,SERC_058W,SERC_58W,5.565717347,40,4.25,2.191414561,21,3.207413288,32.479,13.693725,7.535081241,8.070175439,0,0.776515152,345.976011,10.4484783,15.38847985,7.715091853,4.94158153,3.693355168,1.017675415,98.98232458,32.479,6.85,0.695508786
SERC,SERC_060,SERC_060C,SERC_60C,6.51403838,40,3.95,3.63851407,8,1.731328969,42.621,19.639375,7.530647898,9.056277056,0,0.827272727,3209.826764,25.84391641,50.41744488,11.02713055,5.951079478,6.187331728,1.124214703,98.8757853,42.621,7.325,0.866670623
SERC,SERC_060,SERC_060E,SERC_60E,7.531377356,40,6.55,5.018720082,34,7.422769025,40.097,19.54285,7.694113203,8.015533981,0,0.837195122,2345.474614,24.48692348,41.7835517,9.88052029,6.076458539,5.81954451,1.565311263,98.43468874,40.097,9.425,0.851647327
SERC,SERC_060,SERC_060W,SERC_60W,6.661841427,40,5.3,3.052169996,14,3.241913015,32.218,16.831775,7.022032761,8.08583691,0,0.784848485,552.4564334,12.67746978,19.79237716,7.73251447,6.154802613,4.742944955,2.397179788,97.60282021,32.218,6.325,0.839812501
SERC,SERC_061,SERC_061C,SERC_61C,7.367140343,30,5.8,4.338023949,19,4.592747907,29.062,15.90176667,6.240697777,8.016326531,0,0.786666667,1161.138354,19.42752549,27.99481393,8.893255409,5.958489434,5.583344255,7.366796621,92.63320338,29.062,7.766666667,0.899056692
SERC,SERC_061,SERC_061E,SERC_61E,9.954387923,40,8.7,3.722844189,15,3.925557285,26.277,18.89615,7.152113034,8.366972477,0,0.690740741,201.9782844,10.84041681,9.190410647,5.462605871,9.173765524,5.012498032,4.363050634,95.63694937,26.277,4.5,0.941241252
SERC,SERC_061,SERC_061W,SERC_61W,6.508390461,40,5.15,4.288449921,22,4.618170633,32.353,17.941975,7.007769667,8.021680217,0,0.8,645.894306,14.71320207,20.72235486,8.955236816,5.388242131,5.014175601,4.455537068,95.54446293,32.353,7,0.887759445
TALL,TALL_045,TALL_045C,TALL_45C,11.86816266,40,11.9,2.65097791,17,3.031501278,17.922,14.06495,3.442000233,8.065395095,1,0.618421053,54.13693772,5.070768728,5.33143904,3.195252921,10.6205797,3.093689598,34.24358517,65.75641483,17.922,3.275,0.809125057
TALL,TALL_045,TALL_045E,TALL_45E,12.25909126,40,11.775,3.697563602,18,3.990535678,19.111,14.947925,4.033445674,8.074534161,2,0.715,33.32288207,3.609193146,4.505175569,3.893740897,11.75304065,2.999286056,36.16392057,63.83607943,19.111,3.875,0.809992418
TALL,TALL_045,TALL_045W,TALL_45W,10.59006577,40,9.75,3.012809475,17,3.49821383,19.419,14.5365,4.180381503,8.016260163,0,0.66125,29.17976809,4.112543292,3.502392863,2.483549744,10.11994233,3.636681915,28.00163215,71.99836785,19.419,3,0.841912353
TALL,TALL_046,TALL_046C,TALL_46C,7.490748142,30,6.866666667,2.291775736,14,3.138293946,17.085,12.3414,6.651428273,10.59863946,0,0.538888889,47.87550881,4.969190122,4.814837312,3.189067906,6.799902083,2.806019199,6.42497316,93.57502684,17.085,3.2,0.819285649
TALL,TALL_046,TALL_0462,TALL_46C2,7.187452582,40,6.7,2.072414639,13,2.740437921,16.635,11.6201,6.438626583,8.154175589,0,0.616666667,20.51593933,3.549081587,2.81424221,2.995783206,6.564273941,2.690129996,10.09722897,89.90277103,16.635,3.3,0.855581157
TALL,TALL_046,TALL_046E,TALL_46E,8.902436245,30,7.966666667,2.636146069,14,3.410604378,17.93,13.6087,6.792511435,8.107623318,0,0.592982456,55.87862868,5.749662766,4.777029072,3.322828367,7.611648623,3.385468178,6.889912673,93.11008733,17.93,4.066666667,0.871628145
TALL,TALL_046,TALL_0462,TALL_46E2,8.814170958,30,8.333333333,2.451604469,16,3.259175083,18.467,13.72826667,7.328588651,8.014519056,0,0.596491228,61.32828015,5.72873379,5.339465265,3.321413637,7.877465865,3.31561072,1.345528763,98.65447124,18.467,4.8,0.889824635
TALL,TALL_046,TALL_046W,TALL_46W,8.179704701,50,6.98,3.617310453,15,3.813082742,18.93,12.85128,6.015026633,8.160583942,5,0.661,87.16131615,5.67574739,7.412638377,5.370084859,8.175488482,3.6618388,28.01593933,71.98406067,18.93,4.94,0.90542906
TALL,TALL_047,TALL_047C,TALL_47C,14.71854237,40,13.475,5.603945758,26,6.633202469,29.492,20.8184,5.391993859,8.076923077,0,0.734166667,316.2951865,11.58529913,13.49355515,5.49274492,13.23070732,6.426282127,16.17326095,83.82673905,29.492,4.6,0.945037533
TALL,TALL_047,TALL_047E,TALL_47E,11.15488479,40,10.15,3.581094471,19,4.356317252,25.905,17.7176,6.632426058,8.019093079,0,0.716666667,194.3037232,10.30112824,9.390978657,4.927165586,10.37662827,4.587800149,8.464652756,91.53534724,25.905,4.425,0.916657674
TALL,TALL_047,TALL_047W,TALL_47W,11.66746774,40,11.375,4.365357787,22,5.782246536,24.702,17.5406,6.090787889,9.072625698,0,0.739423077,307.9053974,10.57635454,14.00164712,5.015558168,10.37715181,5.168450324,11.63362189,88.36637811,24.702,3.775,0.903799477
TALL,TALL_049,TALL_049E,TALL_49E,21.56692784,40,21.2,6.954697718,28,6.823488844,28.282,23.28325,3.284401946,10.08284024,3,0.837068966,110.3250419,3.870112049,9.764592908,7.024067613,22.14461601,3.345116438,42.29405127,57.70594873,28.282,3.5,0.804689216
TALL,TALL_049,TALL_049W,TALL_49W,15.44081822,40,15.2,9.612118456,26,9.521554495,27.085,17.418175,3.208782148,8.029906542,10,0.821428571,115.8175371,5.682655906,9.139199034,10.95560319,19.45098847,3.871446996,58.2939599,41.7060401,27.085,3.525,0.837175564
TALL,TALL_050,TALL_050C,TALL_50C,14.5350851,40,14.55,5.949278494,21,6.143899413,22.093,17.183525,2.797500373,8.014440433,4,0.759782609,202.8661441,8.017789328,11.77205158,6.700903556,15.29001218,4.3722293,61.67518725,38.32481275,22.093,5.375,0.838754891
TALL,TALL_050,TALL_050E,TALL_50E,6.566221864,40,6.4,7.249302641,16,7.063285355,18.666,7.080225,1.722603328,8.031372549,20,0.89625,3.34793383,0.817151138,1.637130981,7.938246139,13.1081902,2.394884597,80.01922673,19.98077327,18.666,3.7,0.936772494
TALL,TALL_050,TALL_050W,TALL_50W,19.80523765,40,19.55,6.060682972,27,6.862761835,29.283,24.154475,3.902728704,8.022408964,1,0.7675,1003.227663,15.24988901,27.76091763,5.890470644,19.07179442,6.43577857,34.28020274,65.71979726,29.283,4.875,0.856278872
TALL,TALL_051,TALL_051C,TALL_51C,18.28612262,20,18.55,11.16344997,31,11.16008513,32.984,19.0838,1.795600718,7.828921587,5,0.833823529,48.23406421,4.302212558,5.452066701,11.80677841,21.54968886,5.130893252,58.83487263,41.16512737,32.984,4.45,0.863950789
TALL,TALL_051,TALL_0512,TALL_51C2,19.093215,40,18.275,4.27596584,26,5.191278744,29.088,23.62635,4.63618991,8.023054755,0,0.795833333,371.8188396,7.66897991,17.6919639,3.831384081,17.9507054,4.879016155,30.1604022,69.8395978,29.088,4,0.85742106
TALL,TALL_051,TALL_051E,TALL_51E,14.01545104,40,13.35,8.93938575,27,9.498815716,26.94,17.869325,2.86438046,8.269473684,5,0.8,842.8363006,16.01371543,24.21563996,10.23105275,15.94407829,8.160495939,68.26526435,31.73473565,26.94,6.3,0.879182288
TALL,TALL_051,TALL_051W,TALL_51W,24.05912046,40,24.375,7.210626135,34,7.751411162,35.237,29.07855,3.601306868,8.492569002,0,0.797222222,1081.720688,20.54756116,25.68109068,6.050843641,21.15806306,8.105967051,38.9565376,61.0434624,35.237,4.275,0.905757357
TALL,TALL_053,TALL_053C,TALL_53C,14.40532476,40,13.1,5.584158817,26,6.456779383,34.392,22.513725,6.608272013,8.0896,0,0.766428571,557.6422258,17.02969984,16.35944832,7.679194739,14.00118787,6.653027301,6.723580521,93.27641948,34.392,4.975,0.947023625
TALL,TALL_053,TALL_053E,TALL_53E,16.03572725,40,15.6,5.39857693,25,6.061352984,28.599,20.8982,6.14097712,8.036951501,0,0.748333333,100.2310157,7.436909034,6.702492056,4.621772094,14.08667042,5.717610258,15.75454503,84.24545497,28.599,3.85,0.933632185
TALL,TALL_053,TALL_053W,TALL_53W,13.31641797,40,12.525,7.595307686,26,7.829391739,27.203,18.74565,4.957014744,8.451908397,2,0.779464286,156.0853031,6.974509848,10.36539992,6.648470453,12.07943036,7.343232642,20.03574185,79.96425815,27.203,4.6,0.973680283
TALL,TALL_055,TALL_055C,TALL_55C,10.40824353,40,9.8,7.861020942,23,7.675285011,23.601,13.250525,3.343202709,8.031098154,10,0.832,44.69415127,3.13103752,5.906839706,8.949024688,12.11416072,6.147589076,50.64719833,49.35280167,23.601,5.175,0.956116173
TALL,TALL_055,TALL_055E,TALL_55E,14.35817889,40,13.575,5.621454294,23,5.800377143,29.095,20.3319,6.532773954,8.081218274,0,0.739166667,147.1405161,8.555864527,8.598703291,5.644873907,13.87248745,6.219059911,8.485432218,91.51456778,29.095,4.6,0.930070958
TALL,TALL_055,TALL_055W,TALL_55W,11.23600895,40,10.35,5.48741417,26,6.661643941,26.15,18.5943,5.041874694,8.042105263,1,0.740740741,514.0578502,15.32362122,16.71060989,5.988156534,10.10066933,5.954873469,22.19302437,77.80697563,26.15,4.75,0.967155512
TALL,TALL_058,TALL_058C,TALL_58C,14.13269446,40,11.975,5.581399158,30,6.397216191,35.687,23.97685,6.745478463,8.469635628,0,0.740540541,775.6824959,19.50503944,19.88054155,7.766449318,13.39635961,7.125931689,5.112285978,94.88771402,35.687,4.95,0.917722979
TALL,TALL_058,TALL_058E,TALL_58E,12.69137531,40,11.4,6.023551368,25,6.722350779,31.691,19.54855,5.831812594,8.031007752,0,0.798484848,343.6631622,11.55447246,14.49680408,6.946568992,10.7082323,6.633503715,17.26269316,82.73730684,31.691,4.45,0.92586891
TALL,TALL_058,TALL_058W,TALL_58W,8.832033217,50,8.14,3.266653487,19,4.214308959,26.302,14.78804,7.001047604,8.066298343,0,0.712592593,209.0506545,9.24833586,11.11390743,5.732916158,8.180116157,4.544417741,2.987714367,97.01228563,26.302,5.8,0.903871896
TALL,TALL_059,TALL_059C,TALL_59C,17.06772009,40,16.075,10.98000486,36,12.50477409,36.289,25.363225,4.886941768,8.03712297,1,0.779054054,554.7144492,17.62668321,15.6209631,9.134637165,13.40776388,9.315629028,30.763726,69.236274,36.289,6.3,0.968507184
TALL,TALL_059,TALL_059E,TALL_59E,8.966915412,40,7.475,5.021177274,26,5.941327714,30.198,15.8625,6.217860402,8.296296296,0,0.764516129,619.5010385,14.26338803,20.39747044,7.499109031,7.438687901,5.530647762,17.50735938,82.49264062,30.198,5.65,0.908040123
TALL,TALL_059,TALL_059W,TALL_59W,13.04598079,40,11.725,5.102264213,27,6.426458978,34.691,24.6367,6.653965257,8.016260163,0,0.736111111,967.4149367,22.05964373,21.92685694,6.285145631,12.31076385,6.80008283,4.794263559,95.20573644,34.691,6.775,0.925698001
TALL,TALL_060,TALL_060C,TALL_60C,8.578608619,40,7.85,3.17237201,17,3.636963019,25.046,12.0737,6.234144673,8.061068702,0,0.747115385,31.03492207,3.968993697,3.90922129,4.316510433,7.247452821,3.19697781,11.05942897,88.94057103,25.046,2.6,0.826340599
TALL,TALL_060,TALL_060E,TALL_60E,10.42512165,40,10.025,3.884751404,22,4.508256315,23.32,14.719725,7.159525097,9.953488372,0,0.695833333,62.04659253,5.541061183,5.59850279,5.079818051,9.456066244,4.020397489,3.281510571,96.71848943,23.32,4,0.892892604
TALL,TALL_060,TALL_060W,TALL_60W,12.80914683,50,12.3,5.689351358,22,5.997499479,24.634,18.07676,4.725743453,8.285714286,3,0.735384615,133.6485691,7.817698227,8.516581679,5.991336104,12.19148893,5.643161466,19.26751592,80.73248408,24.634,3.36,0.941589619
TALL,TALL_061,TALL_061C,TALL_61C,10.6249286,40,10.5,9.448398142,27,9.833615815,28.399,13.8866,2.641533711,8.057450628,14,0.81637931,216.2052842,7.548578432,12.61840909,12.11257972,16.27720153,5.401605844,66.91307977,33.08692023,28.399,5.425,0.931232127
TALL,TALL_061,TALL_061E,TALL_61E,15.81382617,40,15.4,5.413393305,29,6.139218191,28.992,20.577375,4.272091709,8.065252855,1,0.7475,482.7692368,13.39221358,17.41889354,4.533113979,15.61522635,5.237794135,30.02520012,69.97479988,28.992,3.55,0.838876
TALL,TALL_061,TALL_061W,TALL_61W,11.89132962,30,11.5,7.974829089,23,7.821977585,23.002,12.87733333,1.125527251,8.130790191,5,0.866666667,28.75624333,2.692586177,4.637480244,8.687927563,14.26944681,5.008325644,73.2474701,26.7525299,23.002,5.566666667,0.960061825
TREE,TREE_025,TREE_025C,TREE_25C,6.677429785,40,6.05,6.350248677,19,6.276742786,19.923,9.64415,3.085477136,8.026845638,15,0.783333333,140.3510431,5.92068758,10.26140837,8.592973715,9.842163028,5.098235757,52.88406155,47.11593845,19.923,3.2,0.959976599
TREE,TREE_025,TREE_025E,TREE_25E,6.231480143,40,5.325,5.060639245,16,4.729627364,20.503,9.15135,2.598436853,8.296774194,11,0.818181818,84.66132111,4.258959865,8.156137688,7.128091328,7.499652612,3.944592251,50.99776532,49.00223468,20.503,4.475,0.965971323
TREE,TREE_025,TREE_025W,TREE_25W,5.910496185,40,5.1,3.273957609,16,3.659234893,18.023,8.70075,6.484995746,8.171334432,1,0.730263158,35.13738097,3.250247573,4.957143501,4.169073701,4.932331404,2.856300828,15.96202413,84.03797587,18.023,3.675,0.827176956
TREE,TREE_039,TREE_039C,TREE_39C,7.06269992,30,5.566666667,2.317812764,10,2.666874992,18.219,10.45776667,6.886768529,8.015748031,0,0.642105263,49.54878924,4.558882485,5.363336622,3.571893941,6.350026984,3.041599214,15.19284516,84.80715484,18.219,3.2,0.856880941
TREE,TREE_039,TREE_039E,TREE_39E,6.462946287,40,5.45,2.631027789,13,2.616772822,18.939,9.5627,7.872016828,8.038186158,0,0.7275,40.12344367,3.012132295,5.572297795,4.074162668,6.074789894,3.216737474,0.613219726,99.38678027,18.939,2.675,0.852835087
TREE,TREE_039,TREE_039W,TREE_39W,5.298365713,40,4.675,4.731327935,20,4.771726627,22.381,7.50375,4.179965516,8.101265823,8,0.851086957,43.46668521,2.659036829,6.032927013,6.787475037,5.531900233,4.052433205,40.14447387,59.85552613,22.381,6.1,0.886413088
TREE,TREE_041,TREE_041C,TREE_41C,13.95340109,40,13.25,6.645222096,24,6.781408408,54.184,17.75605,4.611456358,8.022988506,5,0.911818182,60.46513855,4.844249109,6.082630115,9.598212112,14.74996858,4.835907623,41.62833761,58.37166239,54.184,6.575,0.847509587
TREE,TREE_041,TREE_041E,TREE_41E,14.59746478,40,13.95,6.695804769,21,7.056734372,23.886,16.801075,3.699232154,8.024539877,5,0.803,100.8052096,5.194273273,8.592132146,7.049138196,15.13761635,4.425250999,41.69484472,58.30515528,23.886,3.675,0.894452916
TREE,TREE_041,TREE_041W,TREE_41W,12.49793087,40,11.65,6.638917854,22,6.806430783,22.712,15.421375,4.171941872,8,6,0.832291667,129.6372351,4.710976898,10.36551647,7.482279783,13.23745703,4.978450226,41.41549453,58.58450547,22.712,5.65,0.948680047
TREE,TREE_042,TREE_042C,TREE_42C,12.96516628,40,11.95,4.577195695,23,5.576513248,22.962,18.2361,6.483260216,9.97752809,0,0.717708333,80.03009693,6.319346831,6.332136493,3.915148403,12.01089878,5.091829615,12.43745533,87.56254467,22.962,3.85,0.904996088
TREE,TREE_042,TREE_042E,TREE_42E,10.76990306,40,9.675,4.288499427,19,4.719043865,22.557,15.3615,7.037627772,15.34693878,1,0.780208333,264.5201034,8.887884914,13.62077844,5.755113428,9.997778171,4.801916796,12.5042206,87.4957794,22.557,5.05,0.949312647
TREE,TREE_042,TREE_042W,TREE_42W,11.9412537,40,11.025,4.607603059,21,5.106307374,23.61,17.739675,7.256893544,8.036117381,0,0.738,168.851368,8.213907693,10.06891694,4.213747053,11.02364425,5.224194589,4.66440381,95.33559619,23.61,3.7,0.933133562
TREE,TREE_045,TREE_045C,TREE_45C,10.54997095,40,9.85,5.412314344,21,5.876010551,21.561,13.644175,2.452073791,8.113256113,5,0.776086957,188.233824,7.211563937,11.67163954,6.376334925,10.94867354,4.478509286,51.14521762,48.85478238,21.561,4.6,0.911682069
TREE,TREE_046,TREE_046C,TREE_46C,6.50559893,40,5.9,4.480426249,19,4.586937976,21.232,9.18235,4.494512284,8.539325843,6,0.830681818,47.51765385,3.033309831,6.19004728,5.99978352,6.264635778,3.949234641,41.74575716,58.25424284,21.232,4.075,0.915998381
TREE,TREE_046,TREE_046E,TREE_46E,9.948259329,40,9.225,4.555426563,19,5.236828716,22.06,15.113675,4.707944366,8.067567568,2,0.758695652,151.4016759,8.510963677,8.886235042,4.688455491,9.143621214,4.559792156,27.68638432,72.31361568,22.06,5.5,0.93491119
