"","site","mean.height_mean","mode.el_mean","height.2_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","max.vai_mean","deep.gaps_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","plot_1_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","rumple_mean","clumping.index_mean","mean.height_sd","mode.el_sd","height.2_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","max.vai_sd","deep.gaps_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","plot_1_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","rumple_sd","clumping.index_sd"
"1","AF",6.43169827342419,5.39166666666667,3.45225414018207,15,3.84566686443219,18.5723333333333,11.4532583333333,4.83670471533,8.15356699430071,1.66666666666667,0.68473544973545,118.217923867143,6.50354009300122,7.93654010262401,5.33079053932781,NA,5.72991225082581,3.80441974595022,22.4587988404524,77.5412011595476,18.5723333333333,4.475,0.887351204238134,2.27052257271034,2.41367631080336,2.08033690858528,3.60555127546399,2.03047581904153,1.65187842571217,1.77293793626098,1.34350782147851,0.0883412496460092,2.88675134594813,0.0742139917689656,99.3668351888796,2.21612942778767,3.80638967359601,1.41709999712819,3,2.21214376645546,1.55717924790345,15.6628662978801,15.6628662978801,1.65187842571217,1.71154170267627,0.0592302716112637
"2","ARNO",6.16591639680547,5.18517543859649,3.38798294610711,17.6315789473684,3.96653967068077,25.3206842105263,12.1864890350877,7.6881276369585,8.63400767339398,0,0.770822078620144,333.540160595301,8.86715962289041,14.1024681581179,6.59430665844343,NA,5.54723308908901,4.29205340520983,0.851431123286141,99.1485688767139,25.3206842105263,6.14675438596491,0.803306580074665,2.53350753530618,2.37275130027221,1.75224994350895,6.71822170845653,1.95096051841736,4.87212750759793,3.60861104334417,0.236251786830722,1.69264311153576,0,0.046214577517597,272.197158024976,4.57282011057534,6.18355486091051,1.79867367586929,16.853861028825,2.4845623408935,1.76861230938402,0.658466421852933,0.658466421852924,4.87212750759793,1.73062720323275,0.0890174678237807
"3","FERN",11.610474165067,10.2015151515152,4.42971166891409,21.0909090909091,5.44974088565729,27.8308181818182,20.3534196969697,7.55362286689912,8.04915139278466,0,0.71715081954502,875.894011132227,19.1903560056792,18.7243686943699,5.42423338499535,NA,10.7442910639586,5.93523828582512,1.07047318807949,98.9295268119205,27.8308181818182,5.11136363636364,0.853137155007331,3.35545712533633,3.57959847643912,1.04076201025294,4.20605623962746,1.59180053063726,3.84661156911331,3.23834983015028,0.314502090050204,0.0488605557240679,0,0.0548044190400931,659.974701764079,9.72292981760703,8.84246157566957,2.57780468714576,9.9498743710662,3.34103931686531,1.46724694091796,0.972568995663211,0.972568995663205,3.84661156911331,2.26460161055879,0.0733119184607263
"4","GRSM",9.74980515371715,8.11376543209877,5.39951554657535,26.3703703703704,6.3617762828514,33.1847777777778,19.939864691358,7.10186745357137,8.55728508870907,0,0.735757344963331,1412.92137186803,22.3071946237371,27.0483037548782,8.61154334780784,NA,8.6102873624956,6.56598141868756,4.55874609244794,95.4412539075521,33.1847777777778,7.33,0.912339580001349,2.47085830308092,2.53695534732377,1.36393034779127,6.62250329237743,1.95896867931391,4.32067362388118,3.01373719794174,0.701015531710769,1.50508589978694,0,0.0594883820731654,918.664597118515,8.31542522918971,11.0280905126014,2.237357672042,8.60348435344326,2.26622981954093,1.45155462305705,5.66880052560135,5.66880052560134,4.32067362388118,2.55383346845784,0.0383149344379743
"5","HARV",7.60387442168536,6.47450980392157,3.40036092589362,17.843137254902,4.06518920767475,22.8458039215686,13.7435553921569,7.52392184419809,8.6300441075551,0,0.690507812192172,291.338859271808,9.61274500995706,11.5379213358353,5.30271670131669,NA,6.9686847169073,4.40648294677218,1.60838448331664,98.3916155166834,22.8458039215686,4.68235294117647,0.854740920918684,2.01246804977332,1.9216951513968,1.0193498685319,4.51828528988424,1.28730200027841,2.92916431781905,2.93754078296504,0.399060440461474,1.50752759361112,0,0.0549516018860366,323.968123196277,5.30614395990721,6.24270834238154,1.48822514361783,14.8660687473185,2.00607297804545,1.16456893348669,2.01381638080374,2.01381638080374,2.92916431781905,1.07407278754337,0.0800206631268251
"6","MLBS",9.44032913582194,8.37053571428571,3.69734691862925,17.3928571428571,4.60259151721686,19.6949285714286,14.9565732142857,6.81865826761946,8.46459531962693,0.214285714285714,0.660330004912998,190.049428677434,9.081577887655,9.08620350594816,3.7263398645961,NA,8.71344526017015,4.6114315189491,4.961891520799,95.038108479201,19.6949285714286,3.1275,0.891494737583312,2.25943895861357,2.41347503393302,0.752900230120243,2.58685116344156,0.90373017355467,1.89110986281271,2.34084348152431,0.852141062443915,0.465624801137116,1.13389341902768,0.0309749017527934,150.661486311911,3.79374416432777,3.39842236557541,1.16778753856001,8.22597511950204,2.17286892869918,0.730733741821885,5.81893809363248,5.81893809363247,1.89110986281271,0.614109563152664,0.0431566470767171
"7","OSBS",4.39245598884229,4.30208333333333,5.70985028341763,14.5,5.53083827009263,15.01925,4.54101041666667,0.836560981057043,8.25737213682919,24.625,0.928996279778014,1.67983720251674,0.37110357986913,0.875098515824522,5.8835817686533,NA,10.4727277817722,2.00289663342669,84.3060695772987,15.6939304227013,15.01925,3.35729166666667,0.955591701447662,1.90698132290813,1.91953589587576,1.57508028892203,3.25137333621173,1.59267354423396,3.5785323308386,2.06112688213533,0.482405054800769,2.78761610310387,5.75543221661067,0.0324754321036742,3.10690259554546,0.409881695876994,0.848069602324617,1.72772373284819,2.44948974278318,2.45159612593413,0.877597981862147,7.46130716891121,7.46130716891121,3.5785323308386,1.02675940269946,0.0150528258001832
"8","SCBI",10.9147634700701,9.22884615384615,5.48604647784472,24.9230769230769,6.37518624228158,29.5830769230769,19.5702173076923,6.85103472586475,8.32426632524643,0.230769230769231,0.746515210336204,905.750708975915,19.0358647619689,19.3738812044468,6.69778566796483,NA,10.0569798048026,6.64675978117368,5.16009620211135,94.8399037978886,29.5830769230769,5.12692307692308,0.930501936894268,1.27121848903785,1.3673973968915,0.845127717216952,3.96781926800979,1.32123300654185,2.47045796906628,2.39859656553717,0.525465040464278,0.498175796395308,0.832050294337844,0.036230248760539,858.211323908246,9.79010427452181,9.28420277557052,1.17611879728173,3.89444048184931,1.23116865348995,0.972327596190477,3.88976479490076,3.88976479490077,2.47045796906628,0.909925680256219,0.0374079579708325
"9","SERC",7.20559989652534,6.01264705882353,3.95377244130172,20.8823529411765,4.55554117929201,31.3248529411765,15.6375032843137,7.42579627386948,8.25322862486979,0.0588235294117647,0.774497426286496,834.342219084768,13.8897534729124,20.1093357908958,7.92436531653346,NA,6.42566216619527,4.97650915550384,2.18157511797004,97.81842488203,31.3248529411765,6.35813725490196,0.816297622508921,2.25338213379518,2.1086992383264,1.96672404415901,9.24994580125761,2.23633356934605,5.49408335825143,4.29070221431556,0.413223756922578,0.497030960096396,0.238832573610613,0.0568870226461391,872.211169797215,9.03972825995266,12.7474573849674,2.06089692607785,10.1828208062497,2.15416049466014,2.0682300220966,2.55402918426255,2.55402918426256,5.49408335825143,1.59770472807044,0.132197778516417
"10","TALL",13.0293575704771,12.3427777777778,5.76507200598764,23.6060606060606,6.32756722111898,26.6147878787879,17.9659132828283,4.85091104016442,8.26482780963718,2.66666666666667,0.753468923361693,314.626175614756,9.71363355336128,11.9140789082356,6.42756719841636,NA,12.8844346168602,5.33755405597293,29.0737189558247,70.9262810441753,26.6147878787879,4.54191919191919,0.90032039390483,3.8080751948059,3.97488114922484,2.12709932229923,5.24368306834157,2.08823827969322,5.29723588155639,4.69111946524615,1.67091997463181,0.500323510127407,4.62105687767059,0.0646155556042461,319.31211685042,5.71737625161713,6.9343727781964,2.21482496174987,9.66953980290686,3.80159328483521,1.69643663525243,22.4303241446202,22.4303241446202,5.29723588155639,1.01038772477555,0.0508285123898218
