"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1","HARV_36W.CSV",9.85081524739569,40,7.975,4.4085700565772,19,4.86049123031819,25.324,16.850325,7.34495162220628,8.31372549019608,0,0.709615384615385,382.44963743008,12.7883817117009,14.7955037300497,5.80195606002285
