"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity"
"1","HARV_52E.CSV",7.22877057568073,40,6.55,2.29675169485924,16,2.88920404263873,20.823,11.82105,7.95848792496759,8.0466472303207,0,0.643181818181818,37.3052760259257,4.57611499574416,4.04529944153101,3.35035467659386
