2.076,56,
1.993,55,
1.993,55,
2.021,59,
1.993,57,
2.021,56,
1.968,57,
2.076,57,
2.076,59,
2.021,60,
2.076,57,
2.076,56,
2.076,58,
2.021,56,
2.076,54,
1.968,56,
2.13,55,
2.102,53,
2.076,53,
2.13,51,
2.021,52,
2.102,48,
2.13,51,
2.13,48,
2.076,47,
2.076,47,
2.102,47,
2.155,42,
2.129,44,
2.102,46,
2.129,44,
2.076,47,
2.157,47,
2.075,45,
2.076,46,
2.156,44,
2.24,48,
2.102,48,
2.184,45,
2.129,44,
2.076,47,
2.157,51,
2.13,48,
2.157,47,
2.102,47,
2.101,45,
2.156,43,
2.13,46,
2.076,48,
2.075,44,
2.102,49,
2.076,48,
2.13,47,
2.13,46,
2.102,49,
2.048,51,
2.102,51,
2.076,50,
2.102,51,
2.13,50,
2.102,54,
2.13,54,
2.102,56,
2.102,56,
2.13,54,
2.102,57,
2.076,56,
2.076,56,
2.076,58,
2.076,58,
2.076,58,
2.13,57,
2.13,58,
2.076,56,
2.076,60,
2.129,61,
2.129,61,
2.13,59,
2.076,60,
2.076,57,
2.101,61,
2.076,60,
2.102,59,
2.075,61,
2.077,64,
2.075,61,
2.021,59,
2.077,64,
2.076,60,
2.02,62,
2.021,63,
2.076,63,
2.076,63,
2.077,64,
2.075,62,
2.076,59,
2.021,60,
2.048,60,
2.075,62,
2.075,62,
2.02,61,
2.021,63,
2.077,65,
2.075,62,
2.103,64,
2.05,66,
2.047,61,
2.02,61,
2.103,64,
2.129,62,
2.076,63,
2.047,61,
2.075,62,
2.048,63,
2.077,65,
2.075,62,
2.13,63,
2.101,62,
2.129,61,
2.02,61,
2.076,63,
2.048,59,
2.076,63,
2.101,62,
1.968,60,
2.075,61,
2.076,63,
2.048,58,
2.157,63,
2.076,63,
2.075,61,
2.102,60,
2.102,63,
2.048,60,
2.077,64,
2.101,62,
2.075,61,
2.02,61,
2.076,58,
2.103,64,
2.076,63,
2.048,60,
2.076,63,
2.076,63,
2.076,58,
2.048,58,
2.021,57,
2.076,60,
2.076,59,
2.076,58,
2.076,56,
2.076,55,
2.021,56,
2.021,54,
2.102,53,
2.13,53,
2.076,53,
2.048,55,
2.076,57,
2.076,59,
2.102,57,
2.129,62,
2.13,56,
2.101,62,
2.102,63,
2.156,62,
2.157,60,
2.13,58,
2.184,62,
2.185,59,
2.13,59,
2.076,58,
2.076,55,
2.13,57,
2.076,60,
2.13,59,
2.186,65,
2.078,66,
2.052,68,
2.078,66,
2.132,66,
2.133,67,
2.052,68,
2.103,65,
2.049,65,
2.078,66,
2.081,70,
2.079,68,
2.078,66,
2.132,66,
2.131,65,
2.076,60,
2.13,58,
2.13,60,
2.13,54,
2.185,56,
2.13,58,
2.13,57,
2.13,56,
2.076,52,
2.13,52,
2.13,56,
2.13,56,
2.157,48,
