"","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","rumple","clumping.index"
"1","TH_ACSA_P1_T3.CSV",16.4968774970041,60,15.0833333333333,5.90162402954761,26,6.66906206965334,29.952,23.3046666666667,7.58479859947465,8.54008438818565,0,0.693548387096774,313.677111108885,13.2406250890278,11.762778513629,5.71561962080381,"TH_ACSA_P1_T3.CSV",16.127467315811,6.866697199395,0.991033506370931,99.0089664936291,29.952,3.68333333333333,0.861430122056395
